community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,Q3SY79,Q3SY79,P11021;P27824;P30154;P56703;Q12933;Q14738;Q15172;Q15173;Q16537;Q3SY79;Q66LE6;Q9UK73,12,P11021;P27824;P30154;Q12933;Q14738;Q15172;Q16537,7,P11021;P27824;P30154,3,0.25,21,31,24,7748530,0.935048399,2634361;5038962;75207,35.0281356788597;67.0012365870198;1,35;67;1,72.333;67.568;66.214,50;50;51,NA,NA,NA,1105,0,2,0.13;0.19;0.15,0.156666667
bioplex,Q401N2,Q401N2,A2RU67;O43292;O43909;O75387;O75973;O94901;P10314;P13224;P17301;P17302;P18031;P35610;P36383;P49792;P53794;P55011;P55082;P98153;Q14332;Q16585;Q401N2;Q5T7M9;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q7Z388;Q86WK6;Q86XS8;Q86XT9;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8N8J7;Q8NB49;Q8NHP6;Q8NHS3;Q8TC12;Q8TDW0;Q8WVP7;Q8WY22;Q92611;Q92838;Q95460;Q96AA3;Q96CP6;Q96D05;Q96EU7;Q96FL8;Q96GZ6;Q96PU8;Q96QT4;Q96S66;Q99758;Q9BU23;Q9GZY4;Q9H1E5;Q9H6U8;Q9H813;Q9NV64;Q9UBS3;Q9UBU6;Q9UHQ9;Q9ULG6;Q9Y5Y0;Q9Y625;Q9Y672;Q9Y6A1,68,A2RU67;O43292;P17301;P18031;P35610;P49792;P53794;P55011;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8TDW0;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,30,A2RU67;O43292;P17301;P18031;P35610;P49792;P55011;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,27,0.397058824,1,17,10,11563225,0.778287338,45772;309264;263174;998515;462143;459581;1172879;717671;437409;112517;156472;342569;1404317;227633;134820;700362;600988;236917;244097;551315;528104;96715;331593;104102;557760;178608;180198,1;6.75661976754348;5.74967228873547;21.8149742200472;10.0966311282006;10.0406580442192;25.6243773485974;15.6792580616971;9.55625710041073;2.45820589006379;3.41850913222057;7.484248011885;30.680699991261;4.97319321856157;2.94546884558245;15.3011011098488;13.1300358297649;5.17602464388709;5.33288910250808;12.0448090535699;11.5377086428384;2.1129729965918;7.24445075592065;2.27435987066329;12.185615660229;3.90212356899414;3.93686096303417,1;7;6;22;10;10;26;16;10;2;3;7;31;5;3;15;13;5;5;12;12;2;7;2;12;4;4,67.039;67.623;129.295;49.967;64.735;358.199;131.447;104.009;100.231;72.079;94.199;69.157;111.759;129.477;59.746;35.386;27.836;80.68;37.671;62.023;79.698;16.694;38.952;40.043;34.095;59.863;58.181,51;50;44;53;51;34;44;46;47;50;47;50;46;44;52;57;59;49;56;51;49;64;56;55;57;52;52,0.998441128,0.000661376,0.001170711,1106,1,5,0.74;0.74;0.72;0.46;0.81;0.71;0.68;0.8;0.63;0.7;0.69;0.66;0.63;0.86;0.47;0.37;0.62;0.76;0.23;0.52;0.53;0.56;0.51;0.62;0.5;0.67;0.79,0.628888889
bioplex,Q401N2,Q401N2,A2RU67;O43292;O43909;O75387;O75973;O94901;P10314;P13224;P17301;P17302;P18031;P35610;P36383;P49792;P53794;P55011;P55082;P98153;Q14332;Q16585;Q401N2;Q5T7M9;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q7Z388;Q86WK6;Q86XS8;Q86XT9;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8N8J7;Q8NB49;Q8NHP6;Q8NHS3;Q8TC12;Q8TDW0;Q8WVP7;Q8WY22;Q92611;Q92838;Q95460;Q96AA3;Q96CP6;Q96D05;Q96EU7;Q96FL8;Q96GZ6;Q96PU8;Q96QT4;Q96S66;Q99758;Q9BU23;Q9GZY4;Q9H1E5;Q9H6U8;Q9H813;Q9NV64;Q9UBS3;Q9UBU6;Q9UHQ9;Q9ULG6;Q9Y5Y0;Q9Y625;Q9Y672;Q9Y6A1,68,A2RU67;O43292;P17301;P18031;P35610;P49792;P53794;P55011;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8TDW0;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,30,Q7Z2K6;Q8IYS2;Q8WY22;Q96CP6;Q9BU23;Q9UHQ9;Q9Y5Y0,7,0.102941176,15,37,19,2200332,0.971632443,316759;206960;392583;104212;440028;626399;107951,3.03956358192914;1.98595171381415;3.76715733312862;1;4.22243119794266;6.01081449353241;1.03587878555253,3;2;4;1;4;6;1,100.231;69.157;27.836;80.68;79.698;34.095;59.863,47;50;59;49;49;57;52,NA,NA,NA,1107,0,5,0.46;0.4;0.4;0.33;0.44;0.57;0.41,0.43
bioplex,Q401N2,Q401N2,A2RU67;O43292;O43909;O75387;O75973;O94901;P10314;P13224;P17301;P17302;P18031;P35610;P36383;P49792;P53794;P55011;P55082;P98153;Q14332;Q16585;Q401N2;Q5T7M9;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q7Z388;Q86WK6;Q86XS8;Q86XT9;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8N8J7;Q8NB49;Q8NHP6;Q8NHS3;Q8TC12;Q8TDW0;Q8WVP7;Q8WY22;Q92611;Q92838;Q95460;Q96AA3;Q96CP6;Q96D05;Q96EU7;Q96FL8;Q96GZ6;Q96PU8;Q96QT4;Q96S66;Q99758;Q9BU23;Q9GZY4;Q9H1E5;Q9H6U8;Q9H813;Q9NV64;Q9UBS3;Q9UBU6;Q9UHQ9;Q9ULG6;Q9Y5Y0;Q9Y625;Q9Y672;Q9Y6A1,68,A2RU67;O43292;P17301;P18031;P35610;P49792;P53794;P55011;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8TDW0;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,30,Q8IWT6;Q8N766;Q8TC12;Q96S66,4,0.058823529,16,44,19,2334780,0.955075891,82245;788139;1003207;451008,1;9.58281962429327;12.1977870995197;5.48371329564107,1;10;12;5,94.199;111.759;35.386;62.023,47;46;57;51,NA,NA,NA,1109,0,5,0.36;0.35;0.52;0.42,0.4125
bioplex,Q401N2,Q401N2,A2RU67;O43292;O43909;O75387;O75973;O94901;P10314;P13224;P17301;P17302;P18031;P35610;P36383;P49792;P53794;P55011;P55082;P98153;Q14332;Q16585;Q401N2;Q5T7M9;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q7Z388;Q86WK6;Q86XS8;Q86XT9;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8N8J7;Q8NB49;Q8NHP6;Q8NHS3;Q8TC12;Q8TDW0;Q8WVP7;Q8WY22;Q92611;Q92838;Q95460;Q96AA3;Q96CP6;Q96D05;Q96EU7;Q96FL8;Q96GZ6;Q96PU8;Q96QT4;Q96S66;Q99758;Q9BU23;Q9GZY4;Q9H1E5;Q9H6U8;Q9H813;Q9NV64;Q9UBS3;Q9UBU6;Q9UHQ9;Q9ULG6;Q9Y5Y0;Q9Y625;Q9Y672;Q9Y6A1,68,A2RU67;O43292;P17301;P18031;P35610;P49792;P53794;P55011;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8TDW0;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,30,Q8IW92;Q9GZY4,2,0.029411765,15,34,19,167721,0.869967193,67734;94324,1;1.39256503380872,1;1,72.079;16.694,50;64,NA,NA,NA,1108,0,5,0.42;0.54,0.48
bioplex,Q401N2,Q401N2,A2RU67;O43292;O43909;O75387;O75973;O94901;P10314;P13224;P17301;P17302;P18031;P35610;P36383;P49792;P53794;P55011;P55082;P98153;Q14332;Q16585;Q401N2;Q5T7M9;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q7Z388;Q86WK6;Q86XS8;Q86XT9;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8N8J7;Q8NB49;Q8NHP6;Q8NHS3;Q8TC12;Q8TDW0;Q8WVP7;Q8WY22;Q92611;Q92838;Q95460;Q96AA3;Q96CP6;Q96D05;Q96EU7;Q96FL8;Q96GZ6;Q96PU8;Q96QT4;Q96S66;Q99758;Q9BU23;Q9GZY4;Q9H1E5;Q9H6U8;Q9H813;Q9NV64;Q9UBS3;Q9UBU6;Q9UHQ9;Q9ULG6;Q9Y5Y0;Q9Y625;Q9Y672;Q9Y6A1,68,A2RU67;O43292;P17301;P18031;P35610;P49792;P53794;P55011;Q6NUQ4;Q6ZXV5;Q7Z2K6;Q8IW92;Q8IWT6;Q8IYS2;Q8N766;Q8NB49;Q8NHP6;Q8TC12;Q8TDW0;Q8WY22;Q96CP6;Q96PU8;Q96S66;Q9BU23;Q9GZY4;Q9H1E5;Q9H813;Q9UHQ9;Q9Y5Y0;Q9Y672,30,Q96PU8;Q9H1E5,2,0.029411765,15,23,19,292840,0.625950077,122408;170432,1;1.39232729886935,1;1,37.671;38.952,56;56,NA,NA,NA,1110,0,5,0.12;0.26,0.19
bioplex,Q4G0J3,Q4G0J3,O94992;P08865;P15880;P22087;P50750;P62241;Q02539;Q02878;Q13595;Q4G0J3;Q8IXZ2;Q8N5P1;Q9BYG3;Q9UGY1;Q9Y383,15,O94992;P08865;P15880;P22087;P50750;P62241;Q02878;Q4G0J3;Q9BYG3;Q9Y383,10,P15880;P22087;Q9BYG3,3,0.2,1,9,5,4038037,0.97908669,3646642;349150;41923,86.9842807051022;8.32836390525487;1,87;8;1,31.324;33.784;34.222,58;57;57,0.966314905,0.007936508,0.009593581,1112,1,4,0.39;0.44;0.81,0.546666667
bioplex,Q4G0J3,Q4G0J3,O94992;P08865;P15880;P22087;P50750;P62241;Q02539;Q02878;Q13595;Q4G0J3;Q8IXZ2;Q8N5P1;Q9BYG3;Q9UGY1;Q9Y383,15,O94992;P08865;P15880;P22087;P50750;P62241;Q02878;Q4G0J3;Q9BYG3;Q9Y383,10,P15880;P62241,2,0.133333333,10,36,13,8141228,0.994696515,4712705;3428523,1.37455837397037;1,1;1,31.324;24.205,58;60,NA,NA,NA,1113,0,4,0.5;0.37,0.435
bioplex,Q4G0J3,Q4G0J3,O94992;P08865;P15880;P22087;P50750;P62241;Q02539;Q02878;Q13595;Q4G0J3;Q8IXZ2;Q8N5P1;Q9BYG3;Q9UGY1;Q9Y383,15,O94992;P08865;P15880;P22087;P50750;P62241;Q02878;Q4G0J3;Q9BYG3;Q9Y383,10,O94992;P50750,2,0.133333333,13,30,22,837070,0.951832707,269395;567675,1;2.10722173759721,1;2,40.623;42.778,55;55,NA,NA,NA,1111,0,4,0.41;0.72,0.565
bioplex,Q4G0J3,Q4G0J3,O94992;P08865;P15880;P22087;P50750;P62241;Q02539;Q02878;Q13595;Q4G0J3;Q8IXZ2;Q8N5P1;Q9BYG3;Q9UGY1;Q9Y383,15,O94992;P08865;P15880;P22087;P50750;P62241;Q02878;Q4G0J3;Q9BYG3;Q9Y383,10,P62241;Q02878,2,0.133333333,1,37,5,17532534,0.916247371,8343104;9189430,1;1.10144018341375,1;1,24.205;32.728,60;57,NA,NA,NA,1114,0,4,0.89;0.97,0.93
bioplex,Q4G1C9,Q4G1C9,O43149;Q4G1C9;Q6VN20;Q7L5Y9;Q8IUR7;Q8IVV7;Q96E35;Q96S59;Q9H871;Q9UL63,10,O43149;Q6VN20;Q7L5Y9;Q8IUR7;Q96S59;Q9H871;Q9UL63,7,Q6VN20;Q7L5Y9;Q8IUR7;Q96S59;Q9H871,5,0.5,1,25,14,1615407,0.929621135,161050;210869;357632;590289;274215,1;1.30933871468488;2.2206271344303;3.66525302701025;1.70266997826762,1;1;2;4;2,67.257;45.287;75.509;77.847;43.993,50;54;49;49;55,0.997682845,0.000661376,0.001170711,1115,1,1,1;1;1;1;1,1
bioplex,Q4U2R6,Q4U2R6,P62241;Q4U2R6;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,6,P62241;Q4U2R6;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,6,Q4U2R6;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,5,0.833333333,12,33,17,2732400,0.969272844,77798;909498;670123;314488;740036,1;11.6905061826782;8.61362759968123;4.04236612766395;9.51227537982982,1;12;9;4;10,15.095;34.919;29.45;50.365;38.712,65;57;58;53;56,0.999995652,0.000661376,0.001170711,1116,1,2,1;0.7;0.68;0.69;0.6,0.734
bioplex,Q4U2R6,Q4U2R6,P62241;Q4U2R6;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,6,P62241;Q4U2R6;Q9BYD3;Q9HD33;Q9NP92;Q9NYK5,6,Q9BYD3;Q9NP92;Q9NYK5,3,0.5,1,13,10,1094924,0.931743315,495776;182252;416896,2.72027741808046;1;2.28747009635011,3;1;2,34.919;50.365;38.712,57;53;56,NA,NA,NA,1117,0,2,0.38;0.4;0.34,0.373333333
bioplex,Q4VC05,Q4VC05,Q15532;Q4VC05;Q92784;Q92785;Q96GM5,5,Q15532;Q92785;Q96GM5,3,Q15532;Q92785;Q96GM5,3,0.6,5,21,13,378940,0.917917849,68871;133750;166091,1;1.942036561107;2.41162463155755,1;2;2,45.929;44.155;58.233,54;55;52,0.963863116,0.008597884,0.010344329,1118,1,1,1;1;0.74,0.913333333
bioplex,Q53H96,Q53H96,P22061;P32322;Q53H96;Q96C36;Q9Y5W9,5,P22061;P32322;Q53H96;Q96C36,4,P32322;Q96C36,2,0.4,27,44,38,2204452,0.994765123,467147;1737305,1;3.71896854737374,1;4,33.361;33.637,57;57,0.979224252,0.003306878,0.004612856,1120,1,3,0.97;0.83,0.9
bioplex,Q53H96,Q53H96,P22061;P32322;Q53H96;Q96C36;Q9Y5W9,5,P22061;P32322;Q53H96;Q96C36,4,Q53H96;Q96C36,2,0.4,1,13,10,160145,0.917460444,114295;45850,2.4928026172301;1,2;1,28.663;33.637,59;57,NA,NA,NA,1121,0,3,0.21;0.02,0.115
bioplex,Q53H96,Q53H96,P22061;P32322;Q53H96;Q96C36;Q9Y5W9,5,P22061;P32322;Q53H96;Q96C36,4,P32322;Q96C36,2,0.4,13,27,24,246665,0.811672948,19183;224197,1;11.6872751915759,1;12,33.361;33.637,57;57,NA,NA,NA,1119,0,3,0.04;0.11,0.075
bioplex,Q53HC0,Q53HC0,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P48594;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q53HC0;Q9UNM6;Q9Y5K5,19,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q9UNM6;Q9Y5K5,17,O00231;O00487;O43242;P17980;P43686;P48556;P55036;P62191;P62195;P62333;Q13200;Q15008;Q9UNM6,13,0.684210526,13,31,18,22843529,0.973646718,1545495;1725786;1248035;2404604;2360510;1695004;1245041;2281249;1727263;1725470;2134563;1122656;1627853,1.37664164267594;1.53723491434598;1.1116806929282;2.14188852150614;2.1026120200667;1.50981600775304;1.1090138029815;2.03201069606362;1.53855054442323;1.53695343898754;1.90135090357153;1;1.45000160334065,1;2;1;2;2;2;1;2;2;2;2;1;1,47.464;34.577;60.978;49.204;47.366;39.612;40.737;49.185;45.626;44.173;100.2;45.531;42.945,54;57;51;53;54;56;55;53;54;55;47;54;55,1,0.000661376,0.001170711,1123,1,3,0.44;0.5;0.47;0.45;0.48;0.48;0.4;0.5;0.49;0.49;0.49;0.48;0.46,0.471538462
bioplex,Q53HC0,Q53HC0,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P48594;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q53HC0;Q9UNM6;Q9Y5K5,19,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q9UNM6;Q9Y5K5,17,O00231;O00232;O00487;O43242;Q15008;Q9UNM6,6,0.315789474,31,42,35,2712075,0.857065703,483056;502140;456084;326052;417891;526852,1.48153055340866;1.54006109454934;1.39880755216959;1;1.28166979500202;1.61585268607461,1;2;1;1;1;2,47.464;52.904;34.577;60.978;45.531;42.945,54;53;57;51;54;55,NA,NA,NA,1122,0,3,0.14;0.16;0.13;0.12;0.18;0.15,0.146666667
bioplex,Q53HC0,Q53HC0,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P48594;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q53HC0;Q9UNM6;Q9Y5K5,19,O00231;O00232;O00487;O43242;O75832;P17980;P43686;P48556;P55036;P62191;P62195;P62333;Q13200;Q15008;Q16186;Q9UNM6;Q9Y5K5,17,P43686;P62195,2,0.105263158,39,50,46,840444,0.837791123,492521;347923,1.41560345248805;1,1;1,47.366;45.626,54;54,NA,NA,NA,1124,0,3,0.1;0.1,0.1
bioplex,Q53HC9,Q53HC9,A8MPP1;O95721;P17987;P22570;P40227;P41162;P49368;P62829;Q04727;Q53HC9;Q5T3J3;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q8NFJ9;Q92526;Q96EV8;Q96JG6;Q99832;Q9P1Q0;Q9UID3;Q9ULM3,23,O95721;P17987;P22570;P40227;P49368;P62829;Q53HC9;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q96EV8;Q96JG6;Q99832;Q9UID3;Q9ULM3,16,P17987;P40227;P49368;Q99832,4,0.173913043,23,36,29,47074324,0.997654795,13157575;9329401;17245453;7341895,1.79212246974385;1.27070749445477;2.34891032900906;1,2;1;2;1,60.344;58.024;60.534;59.367,52;52;51;52,0.999980789,0.000661376,0.001170711,1126,1,4,0.82;0.82;0.81;0.76,0.8025
bioplex,Q53HC9,Q53HC9,A8MPP1;O95721;P17987;P22570;P40227;P41162;P49368;P62829;Q04727;Q53HC9;Q5T3J3;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q8NFJ9;Q92526;Q96EV8;Q96JG6;Q99832;Q9P1Q0;Q9UID3;Q9ULM3,23,O95721;P17987;P22570;P40227;P49368;P62829;Q53HC9;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q96EV8;Q96JG6;Q99832;Q9UID3;Q9ULM3,16,O95721;P17987;P49368;Q99832,4,0.173913043,1,14,11,2173580,0.94682437,112372;708043;920987;431170,1;6.30088456199053;8.19587619691738;3.83698786174492,1;6;8;4,28.97;60.344;60.534;59.367,59;52;51;52,NA,NA,NA,1125,0,4,0.12;0.04;0.04;0.04,0.06
bioplex,Q53HC9,Q53HC9,A8MPP1;O95721;P17987;P22570;P40227;P41162;P49368;P62829;Q04727;Q53HC9;Q5T3J3;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q8NFJ9;Q92526;Q96EV8;Q96JG6;Q99832;Q9P1Q0;Q9UID3;Q9ULM3,23,O95721;P17987;P22570;P40227;P49368;P62829;Q53HC9;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q96EV8;Q96JG6;Q99832;Q9UID3;Q9ULM3,16,Q53HC9;Q9UID3,2,0.086956522,1,17,9,214296,0.933919556,117824;95455,1.23434078885339;1,1;1,43.603;86.042,55;48,NA,NA,NA,1128,0,4,0.31;0.48,0.395
bioplex,Q53HC9,Q53HC9,A8MPP1;O95721;P17987;P22570;P40227;P41162;P49368;P62829;Q04727;Q53HC9;Q5T3J3;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q8NFJ9;Q92526;Q96EV8;Q96JG6;Q99832;Q9P1Q0;Q9UID3;Q9ULM3,23,O95721;P17987;P22570;P40227;P49368;P62829;Q53HC9;Q5VIR6;Q69YN2;Q8N1B4;Q8ND04;Q96EV8;Q96JG6;Q99832;Q9UID3;Q9ULM3,16,P17987;Q99832,2,0.086956522,36,42,39,626151,0.770608111,344081;282070,1.21984259226433;1,1;1,60.344;59.367,52;52,NA,NA,NA,1127,0,4,0.02;0.03,0.025
bioplex,Q53R12,Q53R12,P04233;P61586;Q3SXM5;Q53R12;Q8N0U8;Q96B77;Q96KR6;Q96N66;Q9BTV4;Q9Y376,10,P61586;Q3SXM5;Q8N0U8;Q96N66;Q9BTV4;Q9Y376,6,Q3SXM5;Q8N0U8,2,0.2,1,15,11,530217,0.98346658,210450;319483,1;1.51809455927774,1;2,37.002;19.836,56;62,0.860669746,0.057539683,0.04408513,1129,1,2,0.32;0.46,0.39
bioplex,Q53R12,Q53R12,P04233;P61586;Q3SXM5;Q53R12;Q8N0U8;Q96B77;Q96KR6;Q96N66;Q9BTV4;Q9Y376,10,P61586;Q3SXM5;Q8N0U8;Q96N66;Q9BTV4;Q9Y376,6,Q96N66;Q9BTV4,2,0.2,1,17,9,1550021,0.965106318,218233;1331788,1;6.10259676584201,1;6,52.765;44.876,53;54,NA,NA,NA,1130,0,2,0.71;0.53,0.62
bioplex,Q567U6,Q567U6,P36941;Q567U6;Q9H0A8;Q9NQC1;Q9UBI1,5,Q567U6;Q9H0A8;Q9UBI1,3,Q567U6;Q9H0A8;Q9UBI1,3,0.6,28,42,34,494398,0.971346453,261011;81041;147413,3.2207277797658;1;1.81899285546822,3;1;2,73.198;21.764;22.151,50;61;61,0.995260041,0.000661376,0.001170711,1131,1,2,0.65;0.68;0.43,0.586666667
bioplex,Q567U6,Q567U6,P36941;Q567U6;Q9H0A8;Q9NQC1;Q9UBI1,5,Q567U6;Q9H0A8;Q9UBI1,3,Q567U6;Q9UBI1,2,0.4,18,28,25,118177,0.787349738,74556;43621,1.70917677265537;1,2;1,73.198;22.151,50;61,NA,NA,NA,1132,0,2,0.18;0.13,0.155
bioplex,Q56P03,Q56P03,O75643;O95905;P01876;Q56P03;Q99459;Q9BQ65;Q9BRK4;Q9BRR8;Q9BRX9;Q9BUQ8;Q9BZJ0;Q9H5Z1;Q9Y312;Q9Y5U2,14,O75643;O95905;Q56P03;Q99459;Q9BUQ8;Q9BZJ0;Q9Y312;Q9Y5U2,8,O75643;O95905;Q56P03;Q99459;Q9BUQ8;Q9Y312;Q9Y5U2,7,0.5,15,31,24,2203790,0.81481239,637140;351758;68006;221400;402952;123639;384110,9.36887921653972;5.17245537158486;1;3.25559509455048;5.92524189042143;1.81806017116137;5.64817810193218,9;5;1;3;6;2;6,244.508;72.758;32.762;92.251;95.583;43.472;34.326,38;50;57;47;47;55;57,0.979016968,0.003306878,0.004612856,1133,1,2,0.63;0.65;1;0.41;0.53;0.58;1,0.685714286
bioplex,Q56P03,Q56P03,O75643;O95905;P01876;Q56P03;Q99459;Q9BQ65;Q9BRK4;Q9BRR8;Q9BRX9;Q9BUQ8;Q9BZJ0;Q9H5Z1;Q9Y312;Q9Y5U2,14,O75643;O95905;Q56P03;Q99459;Q9BUQ8;Q9BZJ0;Q9Y312;Q9Y5U2,8,O75643;Q9BUQ8;Q9BZJ0,3,0.214285714,1,15,9,673662,0.908841437,275848;372144;24772,11.1354755368965;15.0227676408849;1,11;15;1,244.508;95.583;100.452,38;47;47,NA,NA,NA,1134,0,2,0.27;0.49;0.07,0.276666667
bioplex,Q5C9Z4,Q5C9Z4,P15880;P22087;Q5C9Z4,3,P15880;P22087;Q5C9Z4,3,P15880;P22087,2,0.666666667,1,9,5,3995792,0.983864622,3646642;349150,10.4443419733639;1,10;1,31.324;33.784,58;57,0.967989551,0.007936508,0.009593581,1135,1,1,0.39;0.44,0.415
bioplex,Q5J8M3,Q5J8M3,Q15006;Q5J8M3,2,Q15006;Q5J8M3,2,Q15006;Q5J8M3,2,1,1,17,9,1583707,0.978853218,858252;725455,1.18305339407682;1,1;1,34.834;20.087,57;62,0.9788532,0.003306878,0.004612856,1136,1,1,0.66;0.76,0.71
bioplex,Q5JS54,Q5JS54,P25786;P28065;Q5JS54;Q969U7;Q9NS85,5,P25786;Q5JS54;Q969U7,3,P25786;Q5JS54;Q969U7,3,0.6,35,50,43,3032543,0.915327604,1727441;514410;789190,3.35810151435625;1;1.53416535448378,3;1;2,29.556;13.775;29.396,58;66;58,0.961685719,0.009920635,0.011716087,1137,1,2,0.2;0.89;0.71,0.6
bioplex,Q5JSZ5,Q5JSZ5,O00303;O15372;Q13347;Q5JSZ5;Q7Z7L7;Q96FV2;Q96M94;Q9Y240,8,O00303;O15372;Q13347;Q96FV2,4,O00303;O15372;Q13347,3,0.375,15,26,20,11361243,0.998917467,5402097;2999127;2960019,1.82502105560809;1.01321207735491;1,2;1;1,37.564;39.93;36.502,56;55;56,0.999975481,0.000661376,0.001170711,1140,1,2,0.91;0.94;0.6,0.816666667
bioplex,Q5JSZ5,Q5JSZ5,O00303;O15372;Q13347;Q5JSZ5;Q7Z7L7;Q96FV2;Q96M94;Q9Y240,8,O00303;O15372;Q13347;Q96FV2,4,O00303;O15372;Q13347,3,0.375,1,15,12,645769,0.89434825,266009;113758;264036,2.33837620211326;1;2.32103236695441,2;1;2,37.564;39.93;36.502,56;55;56,NA,NA,NA,1139,0,2,0.04;0.04;0.05,0.043333333
bioplex,Q5JTH9,Q5JTH9,P15880;Q02539;Q02878;Q13895;Q5JTH9;Q8N0W7;Q96HE9,7,P15880;Q02878;Q13895;Q5JTH9,4,P15880;Q13895,2,0.285714286,9,36,13,5900677,0.992709035,5103234;796344,6.40832856152617;1,6;1,31.324;49.601,58;53,0.957043671,0.011904762,0.013500245,1141,1,1,0.54;0.67,0.605
bioplex,Q5JUQ0,Q5JUQ0,P08243;P35611;Q5JUQ0;Q9UEY8,4,P08243;P35611;Q9UEY8,3,P35611;Q9UEY8,2,0.5,14,28,22,554894,0.989841468,356534;198125,1.79954069400631;1,2;1,80.955;79.155,49;49,0.969833037,0.007936508,0.009593581,1142,1,1,0.55;0.67,0.61
