community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,Q5QGZ9,Q5QGZ9,A2RTX5;O14653;O43752;O60499;O75379;O94901;O95249;O95450;P49641;Q12981;Q13190;Q14393;Q14696;Q5KU26;Q5QGZ9;Q5SQN1;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UN79;Q9UNK0,26,O14653;O43752;O60499;O95249;Q12981;Q13190;Q14696;Q5KU26;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UNK0,17,O14653;O43752;O60499;Q12981;Q96KC8;Q9HAV4;Q9UNK0,7,0.269230769,1,17,10,2224221,0.923292986,119674;175677;161727;430680;231133;717195;387393,1;1.46796296605779;1.35139629326337;3.5987766766382;1.93135518157662;5.99290572722563;3.23706903755202,1;1;1;4;2;6;3,24.775;29.176;28.114;26.132;63.883;136.311;26.907,60;58;59;60;51;44;59,0.989900996,0.001322751,0.002325385,1143,1,4,0.69;0.72;0.83;0.69;0.6;0.42;0.63,0.654285714
bioplex,Q5QGZ9,Q5QGZ9,A2RTX5;O14653;O43752;O60499;O75379;O94901;O95249;O95450;P49641;Q12981;Q13190;Q14393;Q14696;Q5KU26;Q5QGZ9;Q5SQN1;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UN79;Q9UNK0,26,O14653;O43752;O60499;O95249;Q12981;Q13190;Q14696;Q5KU26;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UNK0,17,Q12981;Q70UQ0;Q9P2W9,3,0.115384615,1,32,6,1535610,0.925677401,596434;727354;204077,2.9225929428598;3.56411550542197;1,3;4;1,26.132;39.309;38.674,60;56;56,NA,NA,NA,1144,0,4,0.96;0.97;1,0.976666667
bioplex,Q5QGZ9,Q5QGZ9,A2RTX5;O14653;O43752;O60499;O75379;O94901;O95249;O95450;P49641;Q12981;Q13190;Q14393;Q14696;Q5KU26;Q5QGZ9;Q5SQN1;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UN79;Q9UNK0,26,O14653;O43752;O60499;O95249;Q12981;Q13190;Q14696;Q5KU26;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UNK0,17,Q13190;Q96AJ9,2,0.076923077,3,16,10,431716,0.806289765,370217;61499,6.01988650221955;1,6;1,39.673;25.218,56;60,NA,NA,NA,1145,0,4,0.87;0.78,0.825
bioplex,Q5QGZ9,Q5QGZ9,A2RTX5;O14653;O43752;O60499;O75379;O94901;O95249;O95450;P49641;Q12981;Q13190;Q14393;Q14696;Q5KU26;Q5QGZ9;Q5SQN1;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UN79;Q9UNK0,26,O14653;O43752;O60499;O95249;Q12981;Q13190;Q14696;Q5KU26;Q70UQ0;Q8N5G2;Q96AJ9;Q96AQ6;Q96KC8;Q9HAV4;Q9P2W9;Q9UEU0;Q9UNK0,17,Q70UQ0;Q9UEU0,2,0.076923077,42,54,45,13533,0.70119862,0;0,0;0,0;0,39.309;26.688,56;59,NA,NA,NA,1146,0,4,0;0,0
bioplex,Q5RKV6,Q5RKV6,Q15024;Q5RKV6;Q9NQT5,3,Q15024;Q5RKV6;Q9NQT5,3,Q15024;Q5RKV6;Q9NQT5,3,1,1,13,5,726296,0.981995344,214776;384306;122629,1.75142910730741;3.13389165694901;1,2;3;1,31.821;28.235;29.572,58;59;58,0.999675831,0.000661376,0.001170711,1147,1,1,1;0.68;1,0.893333333
bioplex,Q5SQN1,Q5SQN1,O15400;O43482;Q13277;Q5QGZ9;Q5SQN1;Q86Y82;Q9P2W9,7,O15400;Q13277;Q86Y82;Q9P2W9,4,O15400;Q86Y82,2,0.285714286,1,15,11,1777113,0.981253711,1154342;622771,1.85355772828215;1,2;1,29.816;31.642,58;58,0.892663637,0.040343915,0.034439928,1148,1,1,0.42;0.51,0.465
bioplex,Q5SSJ5,Q5SSJ5,P06748;P50914;P62241;Q02539;Q5SSJ5;Q96HE9,6,P06748;P50914;P62241;Q5SSJ5,4,P06748;P50914;P62241;Q5SSJ5,4,0.666666667,1,23,5,15173806,0.772788856,2965312;3410637;8051317;745411,3.97808993964404;4.575512032959;10.8011781419915;1,4;5;11;1,32.575;23.432;24.205;61.207,57;61;60;51,0.919046182,0.03042328,0.027722989,1149,1,2,0.32;0.95;0.86;0.98,0.7775
bioplex,Q5SSJ5,Q5SSJ5,P06748;P50914;P62241;Q02539;Q5SSJ5;Q96HE9,6,P06748;P50914;P62241;Q5SSJ5,4,P62241;Q5SSJ5,2,0.333333333,10,33,13,3793919,0.977918474,3390082;398855,8.49953491870479;1,8;1,24.205;61.207,60;51,NA,NA,NA,1150,0,2,0.36;0.52,0.44
bioplex,Q5SSQ6,Q5SSQ6,P26232;P35222;Q5SSQ6;Q5T5U3;Q9HD47;Q9P227,6,P26232;P35222;Q9HD47,3,P26232;P35222,2,0.333333333,1,15,10,550869,0.969699705,263700;287169,1;1.08899886234357,1;1,105.313;85.497,46;48,0.857405581,0.058862434,0.044391845,1151,1,1,0.29;0.48,0.385
bioplex,Q5SW24,Q5SW24,Q13555;Q13557;Q5SW24,3,Q13555;Q13557,2,Q13555;Q13557,2,0.666666667,17,33,26,512819,0.953373757,150218;355428,1;2.36608129518433,1;2,62.609;56.369,51;52,0.908921603,0.031746032,0.028556594,1152,1,1,0.81;1,0.905
bioplex,Q5SY16,Q5SY16,P15880;Q5SY16;Q9BV38,3,P15880;Q5SY16;Q9BV38,3,P15880;Q9BV38,2,0.666666667,9,36,13,5260587,0.963285301,5103234;150379,33.9358155061544;1,34;1,31.324;47.405,58;54,0.927918569,0.026455026,0.025655378,1153,1,1,0.54;0.2,0.37
bioplex,Q5T124,Q5T124,P02452;P48741;Q13946;Q5T124;Q7L576;Q8IYK4;Q8IZP0;Q92558;Q96F07;Q9BVS5;Q9NYB9;Q9NZ71;Q9Y2A7,13,Q7L576;Q8IZP0;Q92558;Q96F07;Q9BVS5;Q9NYB9;Q9Y2A7,7,Q7L576;Q8IZP0;Q92558;Q96F07;Q9NYB9;Q9Y2A7,6,0.461538462,15,42,33,3143142,0.919542122,761312;646682;249936;370507;454135;634946,3.04602778311248;2.58739037193522;1;1.48240749631906;1.81700515331925;2.54043435119391,3;3;1;1;2;3,145.182;55.081;61.652;148.399;55.663;128.79,43;52;51;43;52;44,0.998351988,0.000661376,0.001170711,1154,1,1,0.76;0.96;1;1;1;0.86,0.93
bioplex,Q5T2D2,Q5T2D2,B0FP48;O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q5T2D2;Q6NUM9;Q8NEN9;Q93084;Q9BSJ8;Q9UNH7;Q9Y2K1;Q9Y394,15,O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q6NUM9;Q9BSJ8;Q9UNH7;Q9Y394,10,P07099;P20340;Q16850,3,0.2,1,15,11,2125422,0.990475437,880195;669632;575595,1.52919153224055;1.16337355258472;1,2;1;1,52.949;23.593;56.806,53;61;52,0.992349595,0.000661376,0.001170711,1156,1,4,0.32;0.39;0.34,0.35
bioplex,Q5T2D2,Q5T2D2,B0FP48;O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q5T2D2;Q6NUM9;Q8NEN9;Q93084;Q9BSJ8;Q9UNH7;Q9Y2K1;Q9Y394,15,O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q6NUM9;Q9BSJ8;Q9UNH7;Q9Y394,10,Q2TAA5;Q9BSJ8;Q9Y394,3,0.2,1,15,10,2184515,0.84330792,84841;1796554;300375,1;21.1755401280041;3.54044624650817,1;21;4,55.651;122.856;38.299,52;45;56,NA,NA,NA,1158,0,4,0.5;0.4;0.33,0.41
bioplex,Q5T2D2,Q5T2D2,B0FP48;O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q5T2D2;Q6NUM9;Q8NEN9;Q93084;Q9BSJ8;Q9UNH7;Q9Y2K1;Q9Y394,15,O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q6NUM9;Q9BSJ8;Q9UNH7;Q9Y394,10,P07099;Q16850,2,0.133333333,15,36,19,2200344,0.966071739,1356405;843939,1.60723109134665;1,2;1,52.949;56.806,53;52,NA,NA,NA,1157,0,4,0.5;0.5,0.5
bioplex,Q5T2D2,Q5T2D2,B0FP48;O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q5T2D2;Q6NUM9;Q8NEN9;Q93084;Q9BSJ8;Q9UNH7;Q9Y2K1;Q9Y394,15,O60749;P07099;P20340;Q14534;Q16850;Q2TAA5;Q6NUM9;Q9BSJ8;Q9UNH7;Q9Y394,10,O60749;Q9Y394,2,0.133333333,1,46,19,3966166,0.723026582,3155231;806887,3.91037530657948;1,4;1,58.471;38.299,52;56,NA,NA,NA,1155,0,4,0.92;0.88,0.9
bioplex,Q5T447,Q5T447,E7EPC3;P13994;P15408;P51959;P62701;Q2MKA7;Q5T447;Q6IN84;Q7L0Y3;Q8NBL1;Q8NBX0;Q96PQ6;Q9BYG5,13,P62701;Q5T447;Q6IN84;Q7L0Y3;Q8NBL1;Q8NBX0;Q9BYG5,7,Q7L0Y3;Q9BYG5,2,0.153846154,25,41,38,1026956,0.988432787,713497;313112,2.27872773959478;1,2;1,47.347;41.182,54;55,0.869692615,0.053571429,0.041884914,1159,1,1,0.36;0.9,0.63
bioplex,Q5T5C0,Q5T5C0,O15400;O43752;O95721;Q13277;Q5T5C0;Q86Y82;Q8N4C7;Q9UEU0,8,O15400;O43752;O95721;Q13277;Q86Y82;Q9UEU0,6,O15400;O43752;O95721;Q13277;Q86Y82,5,0.625,1,15,11,2135577,0.860795422,1154342;154644;121418;78933;622771,14.6243269608402;1.9591805708639;1.5382412932487;1;7.88986862275601,15;2;2;1;8,29.816;29.176;28.97;33.155;31.642,58;58;59;57;58,0.990759107,0.000661376,0.001170711,1160,1,2,0.42;0.63;0.13;0.56;0.51,0.45
bioplex,Q5T653,Q5T653,P62241;Q13084;Q5T653;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,8,P62241;Q13084;Q5T653;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,8,Q13084;Q5T653;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,7,0.875,12,34,17,4544202,0.981517461,494388;516873;909498;866220;670123;314488;740036,1.57204090458141;1.64353806822518;2.89199587901605;2.75438172521686;2.13083806059373;1;2.35314543003231,2;2;3;3;2;1;2,30.157;33.301;34.919;48.117;29.45;50.365;38.712,58;57;57;54;58;53;56,1,0.000661376,0.001170711,1162,1,2,0.68;0.7;0.7;0.67;0.68;0.69;0.6,0.674285714
bioplex,Q5T653,Q5T653,P62241;Q13084;Q5T653;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,8,P62241;Q13084;Q5T653;Q9BYD3;Q9BZE1;Q9HD33;Q9NP92;Q9NYK5,8,Q13084;Q5T653;Q9BYD3;Q9NP92;Q9NYK5,5,0.625,1,13,10,1667034,0.946560888,291422;280688;495776;182252;416896,1.59900577222747;1.54010929921208;2.72027741808046;1;2.28747009635011,2;2;3;1;2,30.157;33.301;34.919;50.365;38.712,58;57;57;53;56,NA,NA,NA,1163,0,2,0.4;0.38;0.38;0.4;0.34,0.38
bioplex,Q5T8D3,Q5T8D3,O95292;Q5T8D3,2,O95292;Q5T8D3,2,O95292;Q5T8D3,2,1,1,33,9,2834196,0.934849146,2455599;378039,6.49562346742003;1,6;1,27.228;60.092,59;52,0.9348491,0.023148148,0.023269026,1164,1,1,0.85;0.99,0.92
bioplex,Q5VIR6,Q5VIR6,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,O95721;P35613;P51665,3,0.428571429,1,15,10,6055493,0.90032454,121418;5118633;814434,1;42.1571183844241;6.70768749279349,1;42;7,28.97;42.2;37.025,59;55;56,0.886373137,0.044312169,0.036414483,1165,1,3,0.13;0.33;0.33,0.263333333
bioplex,Q5VIR6,Q5VIR6,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,P35613;Q96EV8,2,0.285714286,15,31,19,5325496,0.941902931,5063164;259814,19.4876488564896;1,19;1,42.2;39.493,55;56,NA,NA,NA,1167,0,3,0.32;0.77,0.545
bioplex,Q5VIR6,Q5VIR6,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,O95721;P35613;P51665;Q53HC9;Q5VIR6;Q96EV8;Q96JG6,7,O95721;P51665,2,0.285714286,30,40,35,541928,0.846056231,178472;363456,1;2.03648751624905,1;2,28.97;37.025,59;56,NA,NA,NA,1166,0,3,0.18;0.15,0.165
bioplex,Q5VT66,Q5VT66,Q5VT66;Q9NV96;Q9Y5M8,3,Q5VT66;Q9NV96;Q9Y5M8,3,Q9NV96;Q9Y5M8,2,0.666666667,1,17,10,1260031,0.949938168,200851;1059180,1;5.27346142165088,1;5,40.684;29.702,55;58,0.902382584,0.037037037,0.032370623,1168,1,1,0.68;0.46,0.57
bioplex,Q5VTR2,Q5VTR2,O95721;P51665;Q5VTR2;Q8TD55;Q9H410;Q9UHA7,6,O95721;P51665;Q5VTR2;Q9H410,4,O95721;P51665;Q5VTR2,3,0.5,1,14,11,1107837,0.884717083,112372;745818;248639,1;6.63704481543445;2.21264193927313,1;7;2,28.97;37.025;113.662,59;56;45,0.895173092,0.039021164,0.033421909,1170,1,2,0.12;0.3;0.41,0.276666667
bioplex,Q5VTR2,Q5VTR2,O95721;P51665;Q5VTR2;Q8TD55;Q9H410;Q9UHA7,6,O95721;P51665;Q5VTR2;Q9H410,4,O95721;P51665,2,0.333333333,30,40,35,541928,0.846056231,178472;363456,1;2.03648751624905,1;2,28.97;37.025,59;56,NA,NA,NA,1169,0,2,0.18;0.15,0.165
bioplex,Q5VU43,Q5VU43,P58340;Q15691;Q5VU43;Q8NBX0,4,Q15691;Q5VU43;Q8NBX0,3,Q15691;Q5VU43,2,0.5,1,8,4,114342,0.955414713,58098;56244,1.03296351610838;1,1;1,29.999;265.08,58;37,0.872119018,0.050925926,0.040301092,1171,1,1,0.01;0.93,0.47
bioplex,Q5VYK3,Q5VYK3,O75695;P04899;P35613;Q5VYK3;Q9HBV2;UNKNOWN,6,O75695;P04899;P35613;Q5VYK3,4,O75695;P35613;Q5VYK3,3,0.5,15,31,18,5727560,0.975403976,179724;5063164;484033,1;28.1718857804189;2.69320179831297,1;28;3,39.641;42.2;204.291,56;55;40,0.994242508,0.000661376,0.001170711,1173,1,3,0.59;0.32;0.33,0.413333333
bioplex,Q5VYK3,Q5VYK3,O75695;P04899;P35613;Q5VYK3;Q9HBV2;UNKNOWN,6,O75695;P04899;P35613;Q5VYK3,4,P35613;Q5VYK3,2,0.333333333,1,15,10,5676686,0.982733602,5118633;558053,9.1723062146427;1,9;1,42.2;204.291,55;40,NA,NA,NA,1174,0,3,0.33;0.38,0.355
bioplex,Q5VYK3,Q5VYK3,O75695;P04899;P35613;Q5VYK3;Q9HBV2;UNKNOWN,6,O75695;P04899;P35613;Q5VYK3,4,O75695;P04899,2,0.333333333,2,15,11,260470,0.740190319,131430;126530,1.03872599383545;1,1;1,39.641;40.451,56;55,NA,NA,NA,1172,0,3,0.43;0.43,0.43
bioplex,Q658Y4,Q658Y4,P01889;P25445;Q658Y4;Q8NF99;Q9HAS0,5,P25445;Q658Y4;Q9HAS0,3,Q658Y4;Q9HAS0,2,0.4,20,33,25,448716,0.981186953,226571;216331,1.0473348711003;1,1;1,93.909;44.622,47;54,0.926845065,0.027116402,0.026034451,1175,1,1,0.89;1,0.945
bioplex,Q659C4,Q659C4,P09651;P15880;P51959;Q13595;Q659C4;Q6ZMN8;Q8IXZ2;Q9BYG3;Q9Y383,9,P09651;P15880;Q9BYG3;Q9Y383,4,P15880;Q9BYG3,2,0.222222222,1,9,5,3688887,0.987297187,3646642;41923,86.9842807051022;1,87;1,31.324;34.222,58;57,0.90278273,0.037037037,0.032370623,1177,1,2,0.39;0.81,0.6
bioplex,Q659C4,Q659C4,P09651;P15880;P51959;Q13595;Q659C4;Q6ZMN8;Q8IXZ2;Q9BYG3;Q9Y383,9,P09651;P15880;Q9BYG3;Q9Y383,4,P09651;P15880,2,0.222222222,9,33,13,5113893,0.85510991,63589;5041265,1;79.2788847127648,1;79,38.747;31.324,56;58,NA,NA,NA,1176,0,2,0.07;0.54,0.305
bioplex,Q68CP9,Q68CP9,Q15532;Q68CP9;Q92784;Q969G2;Q969G3;Q96GM5;Q9UKX7,7,Q15532;Q68CP9;Q969G3;Q96GM5;Q9UKX7,5,Q15532;Q969G3;Q96GM5,3,0.428571429,1,29,13,1087501,0.924095744,68871;825660;172432,1;11.9885002395783;2.50369531442842,1;12;3,45.929;46.649;58.233,54;54;52,0.929636614,0.025793651,0.025140647,1178,1,1,1;1;0.77,0.923333333
bioplex,Q68E01,Q68E01,O75695;P33765;P43657;P51648;Q68E01;Q86VU5;Q8N490;Q96CS3,8,O75695;P51648;Q68E01;Q96CS3,4,P51648;Q96CS3,2,0.25,1,15,10,1264504,0.983105844,556250;708254,1;1.27326561797753,1;1,54.848;52.623,52;53,0.887568352,0.043650794,0.036297096,1180,1,2,0.33;0.44,0.385
bioplex,Q68E01,Q68E01,O75695;P33765;P43657;P51648;Q68E01;Q86VU5;Q8N490;Q96CS3,8,O75695;P51648;Q68E01;Q96CS3,4,O75695;Q96CS3,2,0.25,15,42,18,909418,0.944636246,179724;722802,1;4.02173332443079,1;4,39.641;52.623,56;53,NA,NA,NA,1179,0,2,0.59;0.45,0.52
bioplex,Q6DCA0,Q6DCA0,P49354;P53609;Q08830;Q16539;Q6DCA0;Q96PK2,6,P49354;P53609;Q16539,3,P49354;P53609,2,0.333333333,42,56,47,986001,0.970972668,516725;465347,1.11040793214526;1,1;1,44.409;42.368,54;55,0.863048291,0.05489418,0.042226292,1182,1,2,0.81;1,0.905
bioplex,Q6DKI2,Q6DKI2,O00182;O15439;P04920;P17931;P19256;P23634;P55011;Q08722;Q14118;Q4KMQ2;Q5VZM2;Q6DKI2;Q7Z3C6;Q8NBW4;Q9BXS9;Q9HB90;Q9UHW9;Q9UP95;Q9Y666;Q9Y6M7,20,O15439;P04920;P17931;P55011;Q08722;Q14118;Q4KMQ2;Q7Z3C6;Q9UP95;Q9Y6M7,10,P04920;P55011;Q14118;Q4KMQ2;Q7Z3C6;Q9UP95;Q9Y6M7,7,0.35,1,28,9,3385966,0.918811309,217582;1570180;547771;147253;376535;119702;396377,1.8176972815826;13.1174082304389;4.57612237055354;1.23016323870946;3.14560324806603;1;3.31136488947553,2;13;5;1;3;1;3,137.009;131.447;97.441;106.165;94.447;120.65;136.044,44;44;47;46;47;45;44,0.996928365,0.000661376,0.001170711,1184,1,3,1;0.91;0.95;0.94;0.93;1;0.94,0.952857143
bioplex,Q6DKI2,Q6DKI2,O00182;O15439;P04920;P17931;P19256;P23634;P55011;Q08722;Q14118;Q4KMQ2;Q5VZM2;Q6DKI2;Q7Z3C6;Q8NBW4;Q9BXS9;Q9HB90;Q9UHW9;Q9UP95;Q9Y666;Q9Y6M7,20,O15439;P04920;P17931;P55011;Q08722;Q14118;Q4KMQ2;Q7Z3C6;Q9UP95;Q9Y6M7,10,O15439;Q08722,2,0.1,1,15,11,580532,0.935432636,190291;390241,1;2.0507591005355,1;2,149.527;35.214,43;57,NA,NA,NA,1183,0,3,0.41;0.39,0.4
bioplex,Q6DKI2,Q6DKI2,O00182;O15439;P04920;P17931;P19256;P23634;P55011;Q08722;Q14118;Q4KMQ2;Q5VZM2;Q6DKI2;Q7Z3C6;Q8NBW4;Q9BXS9;Q9HB90;Q9UHW9;Q9UP95;Q9Y666;Q9Y6M7,20,O15439;P04920;P17931;P55011;Q08722;Q14118;Q4KMQ2;Q7Z3C6;Q9UP95;Q9Y6M7,10,P17931;Q7Z3C6,2,0.1,20,30,23,343376,0.580772528,245882;97494,2.52202186801239;1,3;1,26.152;94.447,60;47,NA,NA,NA,1185,0,3,0.09;0.24,0.165
bioplex,Q6DKI7,Q6DKI7,E9PHH6;O15031;O94985;P53675;Q15005;Q3ZCM7;Q6DKI7;Q6UWP7;Q6UXM1;Q7KZ85;Q8N1S5;Q96AE7;Q9Y6A9;Q9Y6D6,14,O15031;Q15005;Q6UWP7;Q7KZ85;Q9Y6A9;Q9Y6D6,6,Q15005;Q6UWP7;Q9Y6A9,3,0.214285714,15,41,18,1455029,0.960977392,560140;463903;428985,1.30573330069816;1.08139678543539;1,1;1;1,25.003;48.92;11.805,60;54;67,0.910677004,0.031084656,0.027994369,1186,1,2,0.48;0.52;0.48,0.493333333
bioplex,Q6DKI7,Q6DKI7,E9PHH6;O15031;O94985;P53675;Q15005;Q3ZCM7;Q6DKI7;Q6UWP7;Q6UXM1;Q7KZ85;Q8N1S5;Q96AE7;Q9Y6A9;Q9Y6D6,14,O15031;Q15005;Q6UWP7;Q7KZ85;Q9Y6A9;Q9Y6D6,6,Q6UWP7;Q9Y6A9;Q9Y6D6,3,0.214285714,1,15,11,889981,0.939499654,349107;452672;87118,4.00728896439312;5.19607888151702;1,4;5;1,48.92;11.805;208.767,54;67;40,NA,NA,NA,1187,0,2,0.39;0.51;0.54,0.48
bioplex,Q6ICG6,Q6ICG6,O94915;O95352;P27348;P31946;P31947;P61981;P62258;P63104;Q04917;Q14191;Q6ICG6;Q9NVR0;Q9UBV8,13,O94915;O95352;P27348;P31946;P31947;P61981;P62258;P63104;Q04917;Q14191;Q6ICG6;Q9NVR0;Q9UBV8,13,P27348;P31946;P31947;P61981;P62258;P63104;Q04917,7,0.538461538,45,75,50,58265919,0.929694514,5811497;7813258;39789;3931203;19027497;18593227;3025503,146.057880318681;196.367287441253;1;98.8012516022016;478.209982658524;467.295659604413;76.0386790318932,146;196;1;99;478;467;76,27.764;28.082;27.774;28.303;29.174;27.745;28.219,59;59;59;59;58;59;59,0.999923049,0.000661376,0.001170711,1188,1,2,0.88;0.86;1;0.8;0.85;0.88;0.81,0.868571429
bioplex,Q6ICG6,Q6ICG6,O94915;O95352;P27348;P31946;P31947;P61981;P62258;P63104;Q04917;Q14191;Q6ICG6;Q9NVR0;Q9UBV8,13,O94915;O95352;P27348;P31946;P31947;P61981;P62258;P63104;Q04917;Q14191;Q6ICG6;Q9NVR0;Q9UBV8,13,P31946;P61981;P62258;P63104;Q04917,5,0.384615385,1,15,9,1327694,0.978928939,161881;149766;475299;416041;124707,1.2980907246586;1.20094301041642;3.81132574755226;3.33614793074968;1,1;1;4;3;1,28.082;28.303;29.174;27.745;28.219,59;59;58;59;59,NA,NA,NA,1189,0,2,0.02;0.03;0.02;0.02;0.03,0.024
bioplex,Q6IQ21,Q6IQ21,P50914;P62917;Q6IQ21;Q9BYG3;Q9UGY1,5,P50914;P62917;Q9BYG3,3,P50914;P62917,2,0.4,1,21,5,8436978,0.994947749,3374250;5062728,1;1.50040097799511,1;2,23.432;28.025,61;59,0.979943439,0.003306878,0.004612856,1190,1,1,0.94;0.92,0.93
bioplex,Q6NSZ9,Q6NSZ9,P15880;P17040;P50914;P62241;Q02539;Q6NSZ9;Q8NBB4,7,P15880;P50914;P62241,3,P15880;P62241,2,0.285714286,10,36,13,8141228,0.994696515,4712705;3428523,1.37455837397037;1,1;1,31.324;24.205,58;60,0.968597935,0.007936508,0.009593581,1191,1,2,0.5;0.37,0.435
bioplex,Q6NSZ9,Q6NSZ9,P15880;P17040;P50914;P62241;Q02539;Q6NSZ9;Q8NBB4,7,P15880;P50914;P62241,3,P50914;P62241,2,0.285714286,1,11,5,8653575,0.91601832,3086357;5567218,1;1.80381530717283,1;2,23.432;24.205,61;60,NA,NA,NA,1192,0,2,0.86;0.59,0.725
bioplex,Q6NUK1,Q6NUK1,O60939;P35613;P43657;Q6NUK1;Q8WVE6,5,P35613;Q6NUK1,2,P35613;Q6NUK1,2,0.4,1,15,10,5739209,0.959886235,5118633;620576,8.24819683648739;1,8;1,42.2;53.354,55;53,0.8489439,0.060185185,0.044818755,1193,1,1,0.33;0.47,0.4
bioplex,Q6NZ67,Q6NZ67,O43291;P23258;Q6NZ67;Q8N6M8;Q96CW5;Q96RT7;Q96RT8;Q9BSJ2;Q9UGJ1;Q9Y5B8,10,O43291;P23258;Q96CW5;Q96RT7;Q9BSJ2;Q9UGJ1;Q9Y5B8,7,P23258;Q96CW5;Q96RT7;Q9BSJ2;Q9UGJ1,5,0.5,1,34,11,2000354,0.945767409,440034;324420;108230;830557;279171,4.06573038898642;2.99750531275986;1;7.67399981520835;2.57942345006006,4;3;1;8;3,51.17;103.571;200.498;102.534;76.089,53;46;40;46;49,0.99912608,0.000661376,0.001170711,1194,1,1,0.85;1;1;0.95;0.95,0.95
bioplex,Q6NZY4,Q6NZY4,P57052;Q15024;Q6NZY4;Q96B26;Q9BQ04;Q9NQ29;Q9NQT5;Q9Y2T4;Q9Y580,9,Q15024;Q6NZY4;Q96B26;Q9NQ29;Q9NQT5;Q9Y580,6,Q15024;Q96B26;Q9NQT5,3,0.333333333,1,13,5,507978,0.981425366,214776;164971;122629,1.75142910730741;1.3452853729542;1,2;1;1,31.821;30.04;29.572,58;58;58,0.991032806,0.000661376,0.001170711,1195,1,1,1;0.64;1,0.88
bioplex,Q6P087,Q6P087,P09651;Q03405;Q6P087;Q6UX06;Q9BRT8;Q9BYD3;Q9H8M7;Q9NYK5,8,P09651;Q9BYD3;Q9H8M7;Q9NYK5,4,Q9BYD3;Q9NYK5,2,0.25,13,33,17,1553774,0.99055279,859819;690599,1.24503365918572;1,1;1,34.919;38.712,57;56,0.935714608,0.022486772,0.022812668,1197,1,2,0.66;0.56,0.61
bioplex,Q6P087,Q6P087,P09651;Q03405;Q6P087;Q6UX06;Q9BRT8;Q9BYD3;Q9H8M7;Q9NYK5,8,P09651;Q9BYD3;Q9H8M7;Q9NYK5,4,Q9BYD3;Q9NYK5,2,0.25,1,13,10,912672,0.900829325,495776;416896,1.18920785999386;1,1;1,34.919;38.712,57;56,NA,NA,NA,1196,0,2,0.38;0.34,0.36
bioplex,Q6P1J9,Q6P1J9,Q6P1J9;Q6PD62;Q8N7H5;Q8WVC0;Q9GZS3,5,Q6P1J9;Q6PD62;Q8N7H5;Q8WVC0;Q9GZS3,5,Q6P1J9;Q6PD62;Q8N7H5;Q8WVC0;Q9GZS3,5,1,13,30,19,3180756,0.989645146,805781;606948;804756;327761;630515,2.45844075408606;1.85180054979085;2.45531347536772;1;1.92370355228352,2;2;2;1;2,60.577;133.502;59.976;75.404;33.581,51;44;52;49;57,0.999999989,0.000661376,0.001170711,1198,1,2,0.84;0.98;1;1;0.42,0.848
