Complex_ID,Complex_Name,Subunits_UniProt_IDs,Database
Complex_6864,,"P60842, P37108, P82933, Q9NRX2, Q14240, O00303, Q5T653, P09001, P46778, Q15287, Q9NWU5, Q02543, P82932, Q9Y3D3, P26373, Q96A35, P04637, O15371, P82912, Q99613, P52815, Q14152, P62847, Q9P015, Q9Y2R9, Q16540, Q9BYD3, O15372, Q13347, O75821, Q9Y3B7, Q9P0M9, P68104, P82675, Q9Y3D5, P11940, O60783, P55884, P60228, Q9UBQ5, Q9BYD1, P82914, P82664, Q9NX20, Q9NVS2, Q9Y399, Q9BYD6",Heusel_StringDB_2019
Complex_6865,,"P61011, P04844, P39656, P55010, P52298, P49411, P63220, Q9H0W8, P05141, Q04637, P62081, P61009, P04843, Q9Y5M8, P55769, P43307, P30153, P06730, Q15629, Q92540, P22087, Q13347, O75821, Q92900, P63151, O60783, Q9UHB9, P55884, Q9UBQ5, P08240, P09132, Q9NVS2, Q9Y2X3",Heusel_StringDB_2019
Complex_6866,,"P60842, P82933, Q14240, O00303, P55010, Q15029, P67812, P63220, Q9H0W8, O15371, Q04637, P82912, P61009, Q99613, Q14152, Q9Y2R9, P43307, P30153, P06730, O15372, Q13347, O75821, P60468, Q92900, P63151, O60783, P55884, P60228, Q9UBQ5, Q15005, P82664, Q9NVS2",Heusel_StringDB_2019
Complex_6867,,"P06730, Q2NL82",Heusel_StringDB_2019
Complex_6868,,"P62318, P62304, P62314",Heusel_StringDB_2019
Complex_6869,,"Q96F86, Q6P2E9, P62314",Heusel_StringDB_2019
Complex_6870,,"Q15020, P62314",Heusel_StringDB_2019
Complex_6871,,"P62304, P62314",Heusel_StringDB_2019
Complex_6872,,"P62306, O43395, O94906",Heusel_StringDB_2019
Complex_6873,,"P62316, P62314, P54105",Heusel_StringDB_2019
Complex_6874,,"P62318, P62316, P09661",Heusel_StringDB_2019
Complex_6875,,"O00268, P21359, P49848, Q15542",Heusel_StringDB_2019
Complex_6876,,"P05387, P46782, P62899, P05386, P05388",Heusel_StringDB_2019
Complex_6877,,"P35268, P62081",Heusel_StringDB_2019
Complex_6878,,"Q9Y3U8, P46776",Heusel_StringDB_2019
Complex_6879,,"Q14145, Q92900",Heusel_StringDB_2019
Complex_6880,,"Q9P2B4, P50991, Q9NRL3, P63151, P78371, P30154, P30153, P17987, Q6P9B9, Q8N201, Q6UXN9, Q99832, P49368, P40227, P50990",Heusel_StringDB_2019
Complex_6881,,"Q9P289, Q9NY27, P16298, P62140, O14974",Heusel_StringDB_2019
Complex_6882,,"P62979, O43815",Heusel_StringDB_2019
Complex_6883,,"P30154, Q6UXN9",Heusel_StringDB_2019
Complex_6884,,"Q06124, Q08209",Heusel_StringDB_2019
Complex_6885,,"P61011, P04844, P60842, P82933, Q9NRX2, Q14240, P39656, O00303, O95373, P55010, Q5T653, Q15029, P09001, Q9NWU5, P49406, P52298, P67812, P63220, P49411, Q9H0W8, Q96A35, O15371, P05141, Q04637, Q99613, P04843, P52815, P61009, Q14152, P08865, Q9P015, Q9Y2R9, Q9Y5M8, P19387, P55769, Q9BYC8, P43307, P30153, P06730, Q15629, Q92540, O15372, Q13347, O75821, P60468, Q9BYD3, Q9P0M9, P22087, Q92900, P11940, P63151, O60783, Q9UHB9, P55884, P60228, P61619, Q9BYD1, Q15005, Q9UBQ5, P08240, P09132, Q9NX20, P82664, Q9BYD6, Q7Z2Z2, O00410",Heusel_StringDB_2019
Complex_6886,,"P43307, P05387, P55010",Heusel_StringDB_2019
Complex_6887,,"Q9Y2L5, Q8WVM8, Q13190, P11142, Q9P2W9, P06493, Q15907, Q9Y5R8, P51149, Q9UI14, Q08379, O43617, Q969M3, P62820, Q8TBA6",Heusel_StringDB_2019
Complex_6888,,"Q99567, Q5SRE5, Q9BW27, P55060, Q9Y5L0, O95373, P62258, P57740, Q04917, Q8WUM0, P46060, Q8N1F7, P63279, Q7Z3B4, P52292, Q9UKX7, P37198, Q9NRG9, P63104, Q92621, Q8NFH3, P43487, Q92973, P63165, P31946, Q9HAV4, O14980, Q8NFH5, P49792, Q14974, Q13547, Q9UI26, P62826, O00410, P61981, O43592, P49790",Heusel_StringDB_2019
Complex_6889,,"Q92973, O43592, P63165, P57740, Q8WUM0, Q99567, O14980, Q9BW27, Q8NFH3, P35658, Q13547, Q8N1F7, P63279, O95373, Q9NRG9, P37198",Heusel_StringDB_2019
Complex_6890,,"Q9HAV4, Q14974, P52292, O43592, O00410",Heusel_StringDB_2019
Complex_6891,,"O75569, Q15633, P06748, Q9UPY3",Heusel_StringDB_2019
Complex_6892,,"P19838, P57740",Heusel_StringDB_2019
Complex_6893,,"P83731, P46782, P39019, Q15287, P63220, P62266, P62273, P62263, P46776, P62857, P62847, P08865, P62249, P62829, P62269, P23396, Q9Y2R9, P62851, P62701, O15372, P62979, P84098, P82675, P46783, P60866, Q9UBQ5, P62244, P25398, P62241",Heusel_StringDB_2019
Complex_6894,,"P61011, P04844, P39656, P55010, P52298, P63220, Q9H0W8, P05141, Q04637, P62081, P04843, Q9Y5M8, P55769, P43307, P30153, P06730, Q15629, Q92540, Q13347, O75821, Q92900, P63151, Q9UHB9, O60783, P55884, Q9UBQ5, P08240, P09132",Heusel_StringDB_2019
Complex_6895,,"P05387, P62273, P46782, P62899, P05386, P15880",Heusel_StringDB_2019
Complex_6896,,"P82675, Q9Y2R9",Heusel_StringDB_2019
Complex_6897,,"P05387, P05386",Heusel_StringDB_2019
Complex_6898,,"P62913, P61011, Q02878, P62701, P62269",Heusel_StringDB_2019
Complex_6899,,"P60866, Q969E8",Heusel_StringDB_2019
Complex_6900,,"P61011, P04844, P39656, P55010, Q5T653, P52298, P63220, Q9H0W8, Q04637, P62081, P04843, Q9P015, Q9Y5M8, P55769, P43307, P30153, P06730, P42677, Q15629, Q9BYD3, Q13347, O75821, Q92900, P63151, Q9UHB9, P55884, Q9UBQ5, P08240, Q9BYD1, Q9BYD6, Q9Y2X3",Heusel_StringDB_2019
Complex_6901,,"Q14240, O00303, P55010, Q15287, Q9NWU5, P67812, Q9H0W8, O15371, Q04637, P62081, P61009, Q99613, Q14152, P62847, Q9Y2R9, P43307, P30153, P06730, O15372, Q13347, O75821, P60468, P63151, P55884, P60228, Q9UBQ5, Q15005, Q9NX20",Heusel_StringDB_2019
Complex_6902,,"Q15287, P11940, P37108, Q9NWU5, Q9BYD1, Q9BYD3, Q9Y3B7, Q5T653, Q9BYD6, Q9P015",Heusel_StringDB_2019
Complex_6903,,"P78345, P55769, Q07020",Heusel_StringDB_2019
Complex_6904,,"P61011, P04844, P39656, P55010, Q5T653, Q99543, P09001, P52298, P67812, P63220, Q9H0W8, O15371, P05141, Q04637, P62081, P61009, P04843, P08865, Q9Y5M8, Q9P015, P55769, P43307, P30153, P06730, Q15629, P62979, Q92540, Q9BYD3, O75821, P60468, Q92900, P63151, Q9UHB9, P55884, Q9UBQ5, P08240, P09132, Q9NX20, Q9BYD6",Heusel_StringDB_2019
Complex_6905,,"P20042, Q9Y3U8, P61313, P62277, P62750, P06730, P41091, P05198, Q15029",Heusel_StringDB_2019
Complex_6906,,"Q15843, P62269",Heusel_StringDB_2019
Complex_6907,,"Q02543, Q15843",Heusel_StringDB_2019
Complex_6908,,"P46459, O15400, P51809, P61106, Q15833, P33176, Q9UI14, Q13277, P61764, Q9H2M9, O95721, P62258, Q9UIQ6, Q12846, Q8WVM8, O43752, O00161, Q04917, Q86Y82, Q9NYM9, Q9P0L0, Q9NV70, Q96KP1, P54920, P61026, Q9UPT5, P11233, Q13190, Q9BV40, P63104, Q14573, Q96AJ9, O14662, P51153, P31946, P11142, O60645, O00186, Q8TAG9, Q96A65, P61981",Heusel_StringDB_2019
Complex_6909,,"Q14573, P61026",Heusel_StringDB_2019
Complex_6910,,"Q00613, P41743",Heusel_StringDB_2019
Complex_6911,,"P31946, Q04917, P63151, P63104, P30154, P62140, Q6UXN9, P61981, P62258",Heusel_StringDB_2019
Complex_6912,,"P52298, P62857, P35268, P39023",Heusel_StringDB_2019
Complex_6913,,"P52298, P60510, P39023",Heusel_StringDB_2019
Complex_6914,,"Q13362, P46778",Heusel_StringDB_2019
Complex_6915,,"Q16537, Q9H0W8",Heusel_StringDB_2019
Complex_6916,,"P11940, Q9NWU5, P55884, P60228, Q99613, Q9BYD1, Q9UBQ5, O15371, O15372, O00303, O75821, Q13347, Q9NX20, Q14152, Q9P015",Heusel_StringDB_2019
Complex_6917,,"P61313, P46777",Heusel_StringDB_2019
Complex_6918,,"O14980, P46777",Heusel_StringDB_2019
Complex_6919,,"P11940, P62081, P26641, P82675, Q9Y399, P62847, Q9Y2R9",Heusel_StringDB_2019
Complex_6920,,"Q15139, P62269, P62081",Heusel_StringDB_2019
Complex_6921,,"P06400, P63244, Q15370",Heusel_StringDB_2019
Complex_6922,,"Q6RW13, P07900",Heusel_StringDB_2019
Complex_6923,,"P30154, P06400, Q6UXN9, P55072, P49368, P40227, P62258, Q9NRL3, Q04917, P17987, Q04637, P50991, P63104, P50990, P31946, P22681, P63151, Q99832, P61981, Q16537",Heusel_StringDB_2019
Complex_6924,,"Q13188, Q08209, O14920, Q13136, P00533, Q04206, Q06124",Heusel_StringDB_2019
Complex_6925,,"Q9Y3U8, Q07020, P52298, P18077, P78527, Q9UPN7",Heusel_StringDB_2019
Complex_6926,,"P00533, O75170",Heusel_StringDB_2019
Complex_6927,,"Q13188, P05386",Heusel_StringDB_2019
Complex_6928,,"Q9Y3A3, P36578",Heusel_StringDB_2019
Complex_6929,,"P04406, P55072, P62258",Heusel_StringDB_2019
Complex_6930,,"P62273, P35268, P62081",Heusel_StringDB_2019
Complex_6931,,"P78371, Q8NCM8",Heusel_StringDB_2019
Complex_6932,,"P35222, Q09028, P55209, Q9UGP8, Q92769, P07900, Q9Y2Z0, Q13547, Q16543, Q13501, P18031",Heusel_StringDB_2019
Complex_6933,,"Q09028, Q13547, P68400, Q92769",Heusel_StringDB_2019
Complex_6934,,"Q9BW71, Q9UBF6",Heusel_StringDB_2019
Complex_6935,,"Q08945, P46821",Heusel_StringDB_2019
Complex_6936,,"Q09028, P46821",Heusel_StringDB_2019
Complex_6937,,"Q16543, P68400",Heusel_StringDB_2019
Complex_6938,,"P62158, Q9BW71",Heusel_StringDB_2019
Complex_6939,,"Q14690, Q8TDD1, Q15269, Q12788, Q9BVP2, Q9NY93, Q9UNX4, Q9H0A0, Q8NI36, Q03701, O76021, Q9NW13, O00567, Q96GQ7, Q15397, Q14692, P46087, Q8IY81, Q8WTT2, Q9NVN8",Heusel_StringDB_2019
Complex_6940,,"Q13601, Q9GZL7, Q9Y2P8, O76021, Q13895, O00567, Q8N9T8, Q2NL82",Heusel_StringDB_2019
Complex_6941,,"P62888, P62277, O00567, Q9UKD2, Q9Y221",Heusel_StringDB_2019
Complex_6942,,"Q9BYG3, P22087, Q9Y2X3",Heusel_StringDB_2019
Complex_6943,,"O60832, Q9NX24",Heusel_StringDB_2019
Complex_6944,,"Q9UHV9, P50991, Q9NRL3, P07900, P43307, P14625, P08238, P17987, Q99832, Q13188, P49368, P40227, P50990, Q9BUF5, O60925",Heusel_StringDB_2019
Complex_6945,,"O95295, Q6QNY1","Humap2, Heusel_StringDB_2019"
Complex_6946,,"Q10567, P54920",Heusel_StringDB_2019
Complex_6947,,"Q9BYN8, P82673, Q9Y3D3, P82663, P82650",Heusel_StringDB_2019
Complex_6948,,"P82673, P82933, P82663, P82650, Q9Y2R9",Heusel_StringDB_2019
Complex_6949,,"Q9BYN8, P82673, Q9Y399, Q9Y3D3, P82663, P82914, P82675, P82650",Heusel_StringDB_2019
Complex_6950,,"P60866, P23396, P61247, P62249, P62280, P39019, P42766, P62266, P62753, P08865, P62273, P46782, P62263, P62244, P05388, P15880, O15235",Heusel_StringDB_2019
Complex_6951,,"P62280, P42766, P62266, P62753, P62861, P46777, P62244, P05388, Q9UKD2, P15880",Heusel_StringDB_2019
Complex_6952,,"Q9NVS2, Q9BYD1, P82912",Heusel_StringDB_2019
Complex_6953,,"P60866, P23396, P62280, P62277, P46781, P62266, Q9Y2R9, P08865, P62273, P46782, P62263, P62244, P15880, P62269, P62249",Heusel_StringDB_2019
Complex_6954,,"P62280, P46781, P15880, P62244",Heusel_StringDB_2019
Complex_6955,,"P09001, Q14197, Q9NVS2, P82912",Heusel_StringDB_2019
Complex_6956,,"Q9UKD2, P62266, P05388",Heusel_StringDB_2019
Complex_6957,,"Q9BYN8, P82933, Q7Z2W9, Q5T653, P09001, Q9NWU5, P49406, P82932, Q9Y3D3, P82663, P82912, Q9NQ50, Q9P015, Q9Y2R9, Q9BYC8, Q9Y2Q9, Q9BYD3, P82675, Q9Y3D5, O60783, Q9BYD1, Q9NYK5, Q96DV4, P82914, P82664, Q9NX20, Q9NVS2, Q9Y399, Q9BYD6",Heusel_StringDB_2019
Complex_6958,,"P62750, P46782, P18621, P05388, P15880, P62829",Heusel_StringDB_2019
Complex_6959,,"O14579, O14653, Q92538, P53621, Q9NX40, P35606, Q9Y678, P61923, Q9Y6D6, Q10567, P53618",Heusel_StringDB_2019
Complex_6960,,"Q99962, O14579, Q9NYM9, P53621, P35606, Q9Y678, P61923, P53618",Heusel_StringDB_2019
Complex_6961,,"Q8N6T3, O14579",Heusel_StringDB_2019
Complex_6962,,"P78362, Q9UMS4, P22626, Q99567, Q05519, Q6UN15, Q9BUJ2, Q6UXN9, P09651, P62306, Q15029, Q14103, Q15393, Q96SB4, Q07955, P52272, Q8N1F7, P26599, P51991, P62318, P31943, P62995, Q09161, P62304, P84103, Q92621, Q15366, P52597, Q15365, P38159, Q99459, Q8TEM1, Q8NFH5, P36873, P49792, P35658, P08621, Q08211, P18583",Heusel_StringDB_2019
Complex_6963,,"Q8NFH5, P30876, P37198",Heusel_StringDB_2019
Complex_6964,,"Q93009, Q96EB6",Heusel_StringDB_2019
Complex_6965,,"O43390, P78362, Q01081, Q96SB4, P62304, P62316, Q13247, P09012, P67809, P62306, P52597, P11387, Q00839, P51991, Q08211, P62318, Q13151",Heusel_StringDB_2019
Complex_6966,,"P13591, Q92823, P18433",Heusel_StringDB_2019
Complex_6967,,"P14868, Q15046, P41252",Heusel_StringDB_2019
Complex_6968,,"P42285, Q9UPY3",Heusel_StringDB_2019
Complex_6969,,"P47985, P13073, P07919, P10606, P20674, P22695, O14949, P15954, P14927",Heusel_StringDB_2019
Complex_6970,,"P09001, P46778, P11940, Q02543, P37108, Q15287, Q9NWU5, P26373, Q9BYD1, Q9BYD3, Q9NX20, Q9Y3B7, Q5T653, Q9BYD6, Q9P015",Heusel_StringDB_2019
Complex_6971,,"P40763, P98172",Heusel_StringDB_2019
Complex_6972,,"P63165, Q29RF7, P12004, O95347, Q15003",Heusel_StringDB_2019
Complex_6973,,"Q969N2, Q3ZAQ7, P26006, P11717, P08581, P05556, Q9H490, P06756, Q96S52, Q92643, Q07954",Heusel_StringDB_2019
Complex_6974,,"P08648, Q92643",Heusel_StringDB_2019
Complex_6975,,"Q14690, P56537, Q8TDD1, Q15269, Q9NVU7, Q9BVP2, Q9BZE4, Q9NY93, Q9BYG3, Q9Y221, Q9H0A0, Q13610, Q8NI36, Q15050, O76021, Q9NW13, O00567, Q96GQ7, Q15397, Q14692, Q9UKD2, Q9NZM5, Q8TDN6, P46087, Q8IY81, Q9H8H2, Q8WTT2, P42696, Q9NVN8, Q14684",Heusel_StringDB_2019
Complex_6976,,"Q9GZL7, Q9Y2P8, Q9BVI4, O60832, Q5JTH9, P22087, Q2NL82, Q9Y2X3, P78316, O00541",Heusel_StringDB_2019
Complex_6977,,"P63165, Q09028, Q16576, O00487, O75446, Q92769, Q13547, Q13363",Heusel_StringDB_2019
Complex_6978,,"Q09028, Q16576, O00487, Q92769, P55036, Q13547",Heusel_StringDB_2019
Complex_6979,,"P26641, P29692, Q05639, P24534",Heusel_StringDB_2019
Complex_6980,,"P35749, P60660",Heusel_StringDB_2019
Complex_6981,,"P56199, P06493",Heusel_StringDB_2019
Complex_6982,,"P35221, P19022, P35222, Q16625",Heusel_StringDB_2019
Complex_6983,,"P35221, P19022, P55196, Q16625",Heusel_StringDB_2019
Complex_6984,,"P31946, Q8IZH2",Heusel_StringDB_2019
Complex_6985,,"Q9Y3U8, Q99567, Q9BW27, P57740, Q15287, P52298, Q8WUM0, P52272, P18077, Q9H0W8, Q8N1F7, P37198, P84103, Q15366, Q8NFH3, P50914, P12270, O14980, O43172, P35658, Q9NRG9",Heusel_StringDB_2019
Complex_6986,,"Q86U42, O75475",Heusel_StringDB_2019
Complex_6987,,"P67809, Q9UQ35, P62316",Heusel_StringDB_2019
Complex_6988,,"P19338, P06748",Heusel_StringDB_2019
Complex_6989,,"Q9UHA4, Q9Y2Q5",Heusel_StringDB_2019
Complex_6990,,"Q9Y3D7, Q3ZCQ8, O43615, P38646",Heusel_StringDB_2019
Complex_6991,,"P35222, P40763, P24941, P31946, Q04917, O14980, P63104, P06493, P49674, P62826, P61981, P62258, P42345",Heusel_StringDB_2019
Complex_6992,,"Q13309, P06493",Heusel_StringDB_2019
Complex_6993,,"P46087, Q12788, Q8WTT2, O00567, Q9UNX4, Q13610, Q9H0A0, Q15269, Q8NI36",Heusel_StringDB_2019
Complex_6994,,"Q9H0A0, Q2NL82, Q9GZL7, Q13895",Heusel_StringDB_2019
Complex_6995,,"Q12840, Q07866, Q9H0B6, Q9NSK0",Heusel_StringDB_2019
Complex_6996,,"P46459, O15400, P51809, P20338, P61106, P35221, P20339, Q9NZ43, P61764, O95721, Q15836, Q9UNK0, Q9UIQ6, Q12846, O43752, O00161, Q86Y82, P61006, Q9NV70, Q96KP1, P54920, P61026, Q9UPT5, P11233, Q13190, Q9BV40, Q96AJ9, O14662, P51153, P35222, O60645, O00186, Q8TAG9, Q96A65",Heusel_StringDB_2019
Complex_6997,,"P51809, P11233, P61106, Q13190, O60645, P61006, P20339, O14662, Q15836, Q9UPT5, Q12846",Heusel_StringDB_2019
Complex_6998,,"P54920, P20338, Q9BV40",Heusel_StringDB_2019
Complex_6999,,"Q9UNK0, O00186",Heusel_StringDB_2019
Complex_7000,,"Q5SSJ5, Q9NR30",Heusel_StringDB_2019
Complex_7001,,"O43819, O75880, Q7KZN9, P00403, Q15526, P53701",Heusel_StringDB_2019
Complex_7002,,"Q9P2W9, Q9NZ43, Q12981",Heusel_StringDB_2019
Complex_7003,,"Q16540, Q13084, Q9BYD2",Heusel_StringDB_2019
Complex_7004,,"Q9Y4Z0, O95777, P62312, O43447",Heusel_StringDB_2019
Complex_7005,,"Q9Y4Z0, P62312, Q15020",Heusel_StringDB_2019
Complex_7006,,"P51531, Q969G3, Q96GM5, Q92922, O14497, Q12824, Q8TAQ2",Heusel_StringDB_2019
Complex_7007,,"Q13185, P45973, P12004",Heusel_StringDB_2019
Complex_7008,,"Q9NVP2, Q9Y294",Heusel_StringDB_2019
Complex_7009,,"Q9UIW2, P56199, P62195, O14786",Heusel_StringDB_2019
Complex_7010,,"P11047, O00233, P07942, P46939",Heusel_StringDB_2019
Complex_7011,,"P08238, P61289, Q92530",Heusel_StringDB_2019
Complex_7012,,"P05556, Q14118",Heusel_StringDB_2019
Complex_7013,,"Q13111, Q13263",Heusel_StringDB_2019
Complex_7014,,"P51809, Q86Y82, Q13190, Q9BV40, O43681, Q9P2W9, O15155, O14662, Q15836, P54920, Q12846",Heusel_StringDB_2019
Complex_7015,,"Q9P2W9, Q9NZ43",Heusel_StringDB_2019
Complex_7016,,"Q9NRR5, O95905, Q9UIQ6, O75496",Heusel_StringDB_2019
Complex_7017,,"Q14694, O43684",Heusel_StringDB_2019
Complex_7018,,"Q14694, Q92530",Heusel_StringDB_2019
Complex_7019,,"P46087, Q8IY81, Q9NVP1, Q9BVP2, Q9BYG3, Q15397, Q9NVN8, Q8TDN6",Heusel_StringDB_2019
Complex_7020,,"P46459, O43752, O00161, Q9BV40, Q15833, Q9UNK0, Q13277, O14662, O95721, P54920",Heusel_StringDB_2019
Complex_7021,,"O14662, P51809",Heusel_StringDB_2019
Complex_7022,,"Q15836, P51809",Heusel_StringDB_2019
Complex_7023,,"Q9UIW2, Q13308",Heusel_StringDB_2019
Complex_7024,,"Q92905, O00487, Q9UNM6, Q15008, P51665, O43242, O00232, Q96K76, O00231, Q7L5N1",Heusel_StringDB_2019
Complex_7025,,"Q9UJX2, Q13042, Q92905",Heusel_StringDB_2019
Complex_7026,,"Q09028, Q16576, Q92769, Q13547, O94776, P63279, Q13330",Heusel_StringDB_2019
Complex_7027,,"P09001, P49406, Q16540, Q9NRX2, Q13405, Q9BYD1, Q9NYK5, Q96DV4, Q9HD33, Q9NX20, Q9P0M9, Q9NQ50, Q9BYD6, Q9P015",Heusel_StringDB_2019
Complex_7028,,"P55036, O14818, P31350, P12004",Heusel_StringDB_2019
Complex_7029,,"P49736, P33993, Q13535",Heusel_StringDB_2019
Complex_7030,,"Q9UFC0, P25205",Heusel_StringDB_2019
Complex_7031,,"Q07864, Q06323",Heusel_StringDB_2019
Complex_7032,,"P06493, Q13535",Heusel_StringDB_2019
Complex_7033,,"Q13363, Q13547, Q14839, Q92769",Heusel_StringDB_2019
Complex_7034,,"P14625, P11021, Q96CS3, P55072, Q9UBV2",Heusel_StringDB_2019
Complex_7035,,"Q13438, P11021, Q9UBV2, Q8NHG7",Heusel_StringDB_2019
Complex_7036,,"Q6P2Q9, O43172, O94906",Heusel_StringDB_2019
Complex_7037,,"P62937, Q13526",Heusel_StringDB_2019
Complex_7038,,"P35222, Q9NQC3",Heusel_StringDB_2019
Complex_7039,,"Q15050, Q14690, O00567, Q9BYG3, Q9H0A0, Q8TDN6, Q15269, Q8NI36",Heusel_StringDB_2019
Complex_7040,,"Q13601, Q14690, Q9BVI4, Q13895, O00567, Q14692, Q8N9T8",Heusel_StringDB_2019
Complex_7041,,"P46087, Q12788, Q9Y2X3, Q9BVP2, Q9GZL7, Q14690, P42696, Q9NVU7, O00567, Q9BQ67, Q9NVN8, Q9UKD2, Q13610, Q8TDN6, Q15269, Q8NI36, O00541",Heusel_StringDB_2019
Complex_7042,,"O00567, Q2NL82, Q9GZL7, Q13895",Heusel_StringDB_2019
Complex_7043,,"Q92905, O00487, Q9UNM6, P06493, P62158, Q15008, Q96GD4, P51665, O43242, O00232, O00231, Q7L5N1",Heusel_StringDB_2019
Complex_7044,,"O43264, Q13501, P50748, Q13618",Heusel_StringDB_2019
Complex_7045,,"P62877, P06493, P61289, Q92530",Heusel_StringDB_2019
Complex_7046,,"Q96CW5, P23258",Heusel_StringDB_2019
Complex_7047,,"P61289, Q16531",Heusel_StringDB_2019
Complex_7048,,"O00233, Q13501",Heusel_StringDB_2019
Complex_7049,,"P62877, Q9NXF7",Heusel_StringDB_2019
Complex_7050,,"P62877, Q92905",Heusel_StringDB_2019
Complex_7051,,"Q9UNS2, Q5TAQ9",Heusel_StringDB_2019
Complex_7052,,"Q9NZJ0, Q9H9Q2",Heusel_StringDB_2019
Complex_7053,,"Q9UNS2, Q92905, Q7L5N1",Heusel_StringDB_2019
Complex_7054,,"P62258, P31946",Heusel_StringDB_2019
Complex_7055,,"P61020, P20339",Heusel_StringDB_2019
Complex_7056,,"O43615, P04844, Q13724, Q14165, Q8TCJ2, P39656, P04843, P46977, P61803, P27824",Heusel_StringDB_2019
Complex_7057,,"Q14165, P61803, Q13724",Heusel_StringDB_2019
Complex_7058,,"P46087, Q8IY81, Q9BVP2, Q9BZE4, P56537, Q13823, Q9BYG3, Q15397, Q9NVN8, Q9UKD2, Q9NVU7, Q15050",Heusel_StringDB_2019
Complex_7059,,"Q14690, Q15269, Q12788, Q9BVP2, Q9BZE4, Q9BYG3, Q9UNX4, Q13610, Q9H0A0, Q8NI36, Q9NW13, O00567, Q9BQ67, Q15397, Q14692, Q9UKD2, Q8TDN6, P46087, Q8IY81, Q9NVN8, Q15050",Heusel_StringDB_2019
Complex_7060,,"P23396, Q13601, Q9GZL7, Q96GA3, Q9Y2P8, Q9UNQ2, Q5JTH9, Q13895, Q9NVN8, Q14692, Q2NL82, Q9Y4C8, O00541",Heusel_StringDB_2019
Complex_7061,,"O43819, O75880",Heusel_StringDB_2019
Complex_7062,,"P11172, P27708",Heusel_StringDB_2019
Complex_7063,,"P55072, Q14139",Heusel_StringDB_2019
Complex_7064,,"Q9NVA2, Q14141, Q16181, Q15019",Heusel_StringDB_2019
Complex_7065,,"Q14165, Q13724",Heusel_StringDB_2019
Complex_7066,,"P09001, Q14197, Q16540, Q7Z7H8, Q9BYD1, Q9Y3B7, P52815, Q9BYD6",Heusel_StringDB_2019
Complex_7067,,"Q4U2R6, Q86TS9",Heusel_StringDB_2019
Complex_7068,,"P20340, P51149",Heusel_StringDB_2019
Complex_7069,,"Q9NRL3, Q8NCM8",Heusel_StringDB_2019
Complex_7070,,"Q14257, Q9H9B4",Heusel_StringDB_2019
Complex_7071,,"Q9BQA1, Q5SRE5, Q9BW27, P62314, P57740, Q8WUM0, P52298, Q8N1F7, Q7Z3B4, P49321, Q9UKX7, P37198, Q09161, Q92621, Q8IV48, P06730, Q8NFH3, O14980, Q8NFH5, P49792, Q9NRG9, P49790",Heusel_StringDB_2019
Complex_7072,,"Q9BW27, Q7Z3B4, P49321, Q9UKX7, P37198",Heusel_StringDB_2019
Complex_7073,,"Q9UMS4, P49756",Heusel_StringDB_2019
Complex_7074,,"Q09028, Q13330",Heusel_StringDB_2019
Complex_7075,,"P46087, Q9BVP2, Q8WTT2, Q9BZE4, P56537, Q96GQ7, Q9BYG3, P46777, Q15397, Q9NVN8, Q9Y221, Q9UKD2, Q8TDD1, Q8TDN6, Q14684",Heusel_StringDB_2019
Complex_7076,,"Q9NVP1, Q14690, Q15269, Q12788, Q9BYG3, Q9UNX4, P05388, Q13610, Q9H0A0, Q8NI36, Q03701, O76021, Q9NW13, O00567, Q9BQ67, Q96GQ7, Q15397, Q14692, Q8TDN6, P46087, Q8IY81, Q9H8H2, P42696",Heusel_StringDB_2019
Complex_7077,,"Q9NVP1, Q13601, Q9GZL7, Q9GZR7, O76021, Q13895, O00567, Q14692, Q9Y4C8, O00541",Heusel_StringDB_2019
Complex_7078,,"O75717, P33992, Q14566, P25205",Heusel_StringDB_2019
Complex_7079,,"Q14690, Q8TDD1, Q15269, Q12788, Q9BVP2, Q9NY93, Q9UNX4, Q9H0A0, Q8NI36, Q03701, O76021, Q9NW13, O00567, Q96GQ7, Q15397, Q14692, P46087, Q8IY81, Q9NVN8",Heusel_StringDB_2019
Complex_7080,,"Q9H0A0, P08238, O43818, P07900",Heusel_StringDB_2019
Complex_7081,,"Q6UWP7, O00767, Q8WUD6",Heusel_StringDB_2019
Complex_7082,,"P27797, P07237, Q13724, Q14165, P14625, P30101, P33908, P27824",Heusel_StringDB_2019
Complex_7083,,"P30101, Q14165, Q13724",Heusel_StringDB_2019
Complex_7084,,"Q5SRE5, Q9BW27, O95373, P57740, Q8WUM0, P52298, P46060, Q8N1F7, Q8TEX9, Q7Z3B4, P52292, Q9UKX7, P37198, Q92621, P08581, Q8NFH3, P43487, Q8NFH5, Q14974, P62826, O00410, Q9NRG9, P49790",Heusel_StringDB_2019
Complex_7085,,"P57740, Q99567, Q8TEM1, Q9BW27, P49792, Q8NFH3, P35658, P52292, Q9UKX7",Heusel_StringDB_2019
Complex_7086,,"P57740, P12270, Q8WUM0, Q99567, P35658, O95373, Q9NRG9, P37198",Heusel_StringDB_2019
Complex_7087,,"P08581, Q14974, O00505, P52292, O00410",Heusel_StringDB_2019
Complex_7088,,"Q5SRE5, O60684, Q8WUM0",Heusel_StringDB_2019
Complex_7089,,"Q9UQE7, Q14980",Heusel_StringDB_2019
Complex_7090,,"Q9BYD1, Q86TS9",Heusel_StringDB_2019
