Protein A,Protein B
Q3KNT7,Q13608
Q3KNT7,P41162
Q3KNT7,Q96AX1
Q3KNT7,Q92878
Q3KNT7,Q9UBK9
Q3KNT7,O94966
Q3KNT7,Q6PJ69
Q3KNT7,P51948
Q3KNT7,Q8WUA4
Q3KNT7,Q92888
Q3KNT7,A8CG34
Q3KNT7,Q9BST9
Q3KNT7,Q9NXB0
Q3KNT7,Q9H992
Q9NWV4,P53675
Q96DE0,Q9P218
Q96DE0,Q8IWV8
Q96DE0,Q96CM8
Q96DE0,O14874
Q96DE0,P43155
E7ETC6,O43929
E7ETC6,Q8IXK2
E7ETC6,O75352
E7ETC6,Q9H0U3
E7ETC6,Q9NVC3
E7ETC6,Q68D91
E7ETC6,Q9NVM1
P20382,Q9BXS4
P20382,Q8N729
P20382,O15240
P62937,P02452
P62937,P08123
Q9H2H8,O95391
Q9H2H8,Q9UPR0
Q15185,Q9H6S0
Q15185,P07900
Q15185,P08238
Q15185,Q58FF7
Q15185,Q58FG0
Q15185,Q58FG1
Q15185,O94761
Q15185,Q5H9U9
Q15185,Q14690
Q15185,O00170
Q15185,Q9HCK5
Q15185,Q7Z333
Q15185,Q9Y5S2
Q15185,Q5VT25
Q15185,Q07864
Q15185,Q96EK5
Q15185,Q12789
Q15185,Q9GZT9
Q15185,Q7Z736
Q15185,Q5SY16
Q15185,Q9NZC9
Q15185,Q9BY44
Q15185,P35869
Q15185,Q08AF3
Q15185,Q9UJA5
Q15185,O14939
Q15185,Q9UBB6
Q15185,Q6PD62
Q15185,Q9Y6Q5
Q15185,Q02880
Q15185,Q96GD4
Q15185,Q86YD1
Q15185,Q8NI77
Q15185,Q7Z6J6
Q15185,O95905
Q15185,Q92990
Q15185,Q9Y312
Q15185,Q9UNY4
Q15185,O60244
Q15185,Q9HBG6
Q15185,Q13574
Q15185,Q5THK1
Q15185,Q504T8
Q15185,Q99973
Q15185,Q6PIJ6
Q15185,Q8TAT5
Q15185,Q9P275
Q15185,Q9NQ55
Q15185,Q8NCD3
Q15185,Q2NKJ3
Q15185,Q9HCE6
Q15185,Q13393
Q9HD47,Q9C0B7
Q9HD47,Q6ZT12
Q99969,P41273
Q9UL19,Q8WTX7
P46783,Q9UNX3
P46783,P16989
P46783,P67809
P46783,Q6PK04
P46783,O75533
P46783,O75367
P46783,Q99575
P46783,P61247
P46783,Q9GZR7
P46783,Q86XZ4
P46783,P15880
P46783,P05455
P46783,P23396
P46783,Q9BYK8
P46783,Q9BQ39
P46783,Q9NQ29
P46783,P58317
P46783,Q9H5H4
P46783,Q9UEG4
P46783,Q8NHQ9
P46783,P78362
P46783,Q96ME7
P46783,Q9NUL3
P46783,O95793
P46783,Q96KR1
P46783,Q7L2E3
P46783,P10412
P46783,Q8N3C0
P46783,Q9NY61
P46783,Q96GQ7
P46783,Q9GZR2
P46783,Q5JTH9
P46783,Q9Y3C1
P46783,Q13206
P46783,Q96G21
P46783,P46782
P46783,Q99459
P46783,Q8N9T8
P46783,Q5C9Z4
P46783,Q8NEJ9
P46783,Q9H6S0
P46783,Q96GA3
P46783,Q16777
P46783,Q8IUE6
P46783,Q9BRU9
P46783,P49711
P46783,Q8TD47
P46783,P62701
P46783,O15226
P46783,Q9Y3B9
P46783,Q659C4
P46783,Q5VYS8
P46783,Q9NWT1
P46783,Q14692
P46783,Q9NUQ6
P46783,P60866
P46783,P25398
P46783,B0LM41
P46783,Q9ULW3
P46783,P62841
P46783,Q9H6F5
P46783,Q9NQZ2
P46783,Q13601
P46783,Q9H2U1
P46783,Q9NVP1
P46783,Q9UHA3
P46783,Q8IWX8
P46783,P18621
P46783,Q15646
P46783,Q3KQU3
P46783,O43422
P46783,Q15050
P46783,P08865
P46783,O95503
P46783,Q9H7H0
P46783,Q9UII4
P46783,Q9NY12
P46783,Q13823
P46783,Q7L3S4
P46783,O00442
P46783,Q8IY37
P46783,Q9BZE4
P46783,O95625
P46783,P46781
P46783,P08708
P46783,Q9NY93
P46783,P84098
P46783,O15042
P46783,O00566
P46783,P62854
P46783,Q96QR8
P46783,Q00577
P46783,Q96PZ2
P46783,Q9NQ55
P46783,Q13243
P46783,Q9NVU7
P46783,O14730
P46783,Q6SJ93
P46783,Q9NV31
P46783,Q15361
P46783,P17026
P46783,Q6IQ21
P46783,Q96GM8
P46783,Q9UGY1
P46783,O96028
P46783,Q96JP5
P46783,Q8WXA9
O14521,Q02127
O14521,P69905
O14521,P68871
Q9Y4P9,Q7Z7G8
Q9Y4P9,Q9P2S5
P04216,Q969N2
P04216,O43292
P04216,Q96S52
P04216,Q9H490
P04216,Q92643
Q86UB9,Q9NR09
Q96B96,Q9Y679
Q96B96,Q96G97
Q96LR7,A6NIH7
Q96LR7,Q9C0D3
Q96LR7,P42356
Q96LR7,Q99757
Q96LR7,Q8IXS8
Q5JXX7,Q8NBM4
Q5JXX7,Q99460
Q5JXX7,Q8TAT6
Q5JXX7,Q86VP1
Q5JXX7,O43242
Q5JXX7,O00231
Q5JXX7,P62333
Q5JXX7,Q9UNM6
Q5JXX7,P17980
Q5JXX7,Q15008
Q5JXX7,P43686
Q5JXX7,P62191
Q5JXX7,P62195
Q5JXX7,Q13200
Q5JXX7,Q9NRR5
Q5JXX7,Q9UHD9
Q5JXX7,Q9UMX0
Q5JXX7,O00487
Q5JXX7,Q92890
Q5JXX7,P35998
Q5JXX7,P48556
Q5JXX7,P51665
Q5JXX7,O00232
Q5JXX7,P27482
Q5JXX7,Q9Y5K5
Q5JXX7,P55036
Q5JXX7,Q96CS3
Q5JXX7,Q8IZ07
Q5JXX7,O75832
Q5JXX7,Q99666
Q5JXX7,Q8WV99
Q5JXX7,P02511
P02585,P15259
O15205,Q9Y5A7
UNKNOWN,P51636
UNKNOWN,Q96DA0
UNKNOWN,Q96DR5
UNKNOWN,P04745
Q9UK00,Q13144
Q9UK00,Q9HD20
Q9UK00,O60271
Q9UK00,P40855
Q9UK00,Q96ER3
Q9UK00,P57678
Q9UK00,Q9C0E2
Q9UK00,Q9UGP8
Q9UK00,P45983
Q9UK00,Q9H270
Q9UK00,Q9NR50
Q9UK00,Q9UI10
Q9UK00,P49770
Q9UK00,Q658Y4
Q9UK00,Q9H0U3
Q9UK00,Q9NPA0
Q96CB5,Q6QEF8
Q8IWP9,Q2LD37
Q8IWP9,Q9BWL3
P20963,Q9NWV4
P20963,Q9HD26
P20963,Q15751
P20963,P02452
Q9ULA0,P02585
Q9ULA0,Q9NVH6
Q9ULA0,Q9NR09
Q9ULA0,Q6AI12
UNKNOWN,P80188
UNKNOWN,P11217
UNKNOWN,Q96T88
UNKNOWN,P17252
Q3MIX3,O75844
Q3MIX3,Q9NX00
Q8WW33,Q6ZT12
Q9UBY9,P21333
Q9UBY9,Q14315
Q9Y6W8,Q9H0X4
Q9Y6W8,Q08174
Q9Y6W8,Q9UKU6
Q9Y6W8,P41273
P01579,P60709
P01579,P62736
P01579,Q92614
P01579,P01903
P01579,P15260
P01579,Q9UPQ0
P01579,Q8WWI1
P01579,P50542
P01579,Q86YT6
P01579,P46934
P01579,P05362
P01579,O00635
P01579,Q9HBH1
Q7Z2E3,P05109
Q7Z2E3,P42357
Q7Z2E3,A8K2U0
Q7Z2E3,P22735
Q7Z2E3,Q96P63
Q7Z2E3,P31944
Q7Z2E3,O60911
Q7Z2E3,P01011
Q7Z2E3,P05089
Q7Z2E3,P06702
Q7Z2E3,P48594
Q7Z2E3,P29508
Q7Z2E3,Q08188
Q7Z2E3,Q9H1E1
Q7Z2E3,Q8WVV4
Q7Z2E3,Q96QA5
Q7Z2E3,P20930
Q7Z2E3,Q9UI42
Q7Z2E3,P19971
Q7Z2E3,Q86SG5
Q7Z2E3,P31151
Q7Z2E3,P09668
Q7Z2E3,Q9NZH8
Q7Z2E3,P01040
Q7Z2E3,O14732
Q7Z2E3,Q8NEX9
Q7Z2E3,Q6ZVX7
Q7Z2E3,P80188
Q7Z2E3,O75342
Q7Z2E3,O43240
Q7Z2E3,Q5T749
Q7Z2E3,Q2TAL5
Q8WWG9,Q9HD20
Q8WWG9,Q9H061
Q8WWG9,Q7Z736
Q8WWG9,Q99650
Q8WWG9,Q13332
Q8WWG9,P10586
Q8WWG9,O14975
Q8WWG9,Q6PJF5
Q8WWG9,P12931
Q8WWG9,Q08345
Q8WWG9,P36894
Q8WWG9,P30530
Q8WWG9,Q6P4Q7
Q8WWG9,Q86TM6
Q8WWG9,O15554
Q8WWG9,P36896
Q8WWG9,P78368
Q8WWG9,Q2TAA5
Q8WWG9,O14966
Q8WWG9,Q96S97
Q8WWG9,O94955
Q8WWG9,O14763
Q8WWG9,Q9UBU6
Q8WWG9,Q99726
Q8WWG9,Q7Z4F1
UNKNOWN,Q9NQP4
UNKNOWN,F5GZ62
UNKNOWN,Q9UHV9
UNKNOWN,O60925
UNKNOWN,P61758
UNKNOWN,Q99471
UNKNOWN,Q96C01
UNKNOWN,O15212
UNKNOWN,Q9H361
UNKNOWN,Q9NUG6
UNKNOWN,O43464
UNKNOWN,Q99797
UNKNOWN,Q9GZU8
Q13405,P84098
Q96EL2,P10809
Q96EL2,P36578
Q96EL2,P22033
Q96EL2,Q9BQ52
Q96EL2,Q9BYN8
Q96EL2,Q96SZ6
Q96EL2,P31327
Q96EL2,O15091
Q96EL2,Q9HCC0
Q96EL2,Q96EY7
Q96EL2,Q9H7H0
Q96EL2,Q9Y3D9
Q96EL2,Q9NRF8
Q96EL2,Q15031
Q96EL2,Q96RQ3
Q96EL2,Q8IUR7
Q96EL2,O43149
Q96EL2,Q9UL63
Q96EL2,Q9BXW7
Q96EL2,Q7L5Y9
Q96EL2,P82664
Q96EL2,P05166
Q96EL2,Q9UL12
Q96EL2,P51398
Q96EL2,Q6VN20
Q96EL2,A3KMH1
Q96EL2,Q5T447
Q96EL2,P36776
Q96EL2,Q96RP9
Q96EL2,Q96CM8
Q96EL2,Q8WVZ9
Q96EL2,Q86V97
Q96EL2,P82675
Q96EL2,O75616
Q96EL2,Q96I59
Q96EL2,O00411
Q96EL2,Q9BW92
Q96EL2,Q4G176
Q96EL2,P82673
Q96EL2,Q07973
Q96EL2,Q9Y399
Q96EL2,P18621
Q96EL2,Q9Y2Z2
Q96EL2,Q9Y291
Q96EL2,Q8NE62
Q96EL2,Q9HA92
Q96EL2,O94925
Q96EL2,Q7L3T8
Q96EL2,Q8IVV7
Q96EL2,Q9ULD0
Q96EL2,P05165
Q96EL2,Q6PI48
Q96EL2,Q6JQN1
Q96EL2,P54098
Q96EL2,O60783
Q96EL2,Q4J6C6
Q96EL2,Q53FZ2
Q96EL2,P22830
Q96EL2,Q9Y3D3
Q96EL2,P12694
Q96EL2,P50336
Q96EL2,Q96CB9
Q96EL2,Q9NVH6
Q96EL2,Q6P087
Q96EL2,P82921
P10916,Q96H55
P10916,Q02045
P10916,P04745
P10916,P12882
Q9GZZ1,Q9BXJ9
Q9GZZ1,Q6N069
Q9GZZ1,P33764
Q9GZZ1,P41227
Q9GZZ1,P27482
Q9GZZ1,Q5VU13
Q9GZZ1,Q13228
Q9Y328,Q9Y2G8
Q9Y328,Q96ER9
Q9Y328,Q9Y287
Q9Y328,Q9BXS4
Q9Y328,Q8TB96
Q9Y328,Q06481
Q9Y328,Q9Y282
Q68CL5,P61224
UNKNOWN,Q7Z3U7
UNKNOWN,Q6AI08
UNKNOWN,P68366
UNKNOWN,Q5JTY5
UNKNOWN,Q9UJ14
UNKNOWN,P43003
UNKNOWN,Q15526
UNKNOWN,Q8NBN3
UNKNOWN,O43490
UNKNOWN,Q9BXP2
UNKNOWN,O94910
UNKNOWN,Q9NRZ5
UNKNOWN,Q7Z403
UNKNOWN,Q99828
UNKNOWN,P48960
UNKNOWN,Q5T601
UNKNOWN,Q8TED1
UNKNOWN,O60353
UNKNOWN,Q7Z2K6
UNKNOWN,Q9Y653
UNKNOWN,Q9H1C4
UNKNOWN,Q9Y666
UNKNOWN,Q5K4L6
UNKNOWN,Q16585
Q9NQW5,Q9BVA1
Q9HBH0,F5GZ62
Q9HBH0,P31948
Q9HBH0,Q71U36
Q9HBH0,Q9UMR2
P52198,Q96K76
Q96F10,A5A3E0
Q96F10,P21673
Q99643,Q02127
Q92187,P30511
Q92187,P29034
Q92187,Q9UH99
Q92187,B0S7Y6
Q92187,Q86W74
O15273,P11142
O15273,P54652
O15273,P45973
Q2T9K0,P02452
Q2T9K0,P08123
Q2T9K0,Q9P2N7
Q2T9K0,Q9P2J3
P13693,Q56UQ5
P13693,Q8IV20
Q13061,Q6UW68
Q13061,Q14554
Q13061,A2RU67
Q13061,Q96TC7
Q13061,O14828
Q13061,Q5T9A4
Q13061,P62701
Q13061,Q9UGP8
Q13061,Q9NUM4
Q13061,Q9HCJ1
Q13061,Q9H0V9
Q13061,Q16880
Q13061,O15554
Q13061,Q8IXI2
Q13061,A0PJW6
Q13061,Q9HDC5
Q13061,Q9P0T7
Q13061,Q9NRK6
Q8NEQ6,P04920
Q8NEQ6,P49590
P30536,O15523
P30536,Q01628
P30536,P11217
Q96DA0,Q5TDH0
Q96DA0,Q12792
Q8IW36,Q13188
Q8IW36,P01833
Q8IW36,O14628
Q8IW36,Q9NP55
Q8IW36,Q96DA0
Q8IW36,Q5QP82
Q8IW36,P01877
Q8IW36,P01876
Q8N6L7,Q96PU5
Q8N6L7,P48960
Q8N6L7,Q6ZWJ1
P04234,Q86TM6
P04234,Q03519
P04234,Q2TAA5
P04234,Q96S06
P04234,Q86SQ4
P04234,Q9Y619
P04234,Q9HBR0
P04234,Q9BSK2
Q14011,O14744
Q14011,Q99873
Q14011,Q9BRS2
Q14011,Q9BQA1
Q14011,Q96E29
Q14011,Q9NYY8
Q14011,Q9NPE2
Q14011,Q9Y5L0
Q14011,P54105
Q14011,Q8IVS2
Q14011,Q5VTE6
Q14011,Q96LA8
Q14011,Q9HB09
O76096,P07711
O76096,P12109
O76096,P05090
Q96RJ6,P15923
Q96RJ6,Q99081
Q96RJ6,O94966
Q8WXK3,Q9NWT6
Q8WXK3,Q9UNY4
O75638,Q13888
O75638,Q9UDY8
O75638,Q0VG06
O75638,Q9Y4C2
O75638,O95671
O75638,Q9BVL4
O75638,Q6ZT07
O75638,Q66K14
O75638,Q9Y6Y8
Q96IM9,E9PL57
Q96IM9,P56597
Q9NVQ4,O94967
Q6ZN96,Q99757
Q6ZN96,P52943
Q6ZN96,O94903
Q6ZN96,Q8WW59
Q6ZN96,P27144
P02792,O75251
P02792,Q9BQC6
P02792,Q8WVC6
P02792,Q9H9Y2
P02792,Q9Y2K3
P02792,Q32P44
P02792,Q9UNQ2
P02792,Q86Y07
P02792,Q14244
P02792,O95202
P02792,O95707
P02792,Q13045
P02792,Q6NS38
P02792,Q6P1M9
P02792,O14802
P02792,O95503
P02792,Q8N2R8
P02792,Q9NPF5
P02792,Q14692
P02792,O95163
P02792,Q9NVH1
P02792,Q9NUL3
P02792,Q9H0U9
P02792,P53350
P02792,Q12774
P02792,P61966
P02792,Q9UQE7
P02792,A1X283
P02792,Q6ZRS2
P02792,Q14679
P02792,Q9BQ75
P02792,Q9BYK8
P02792,Q96PY6
P02792,Q13574
P02792,Q6P3R8
P02792,Q8IXZ2
P02792,Q53EQ6
P02792,Q64LD2
P02792,Q6IA86
P02792,Q96C00
P02792,Q96HI0
P02792,A8K8P3
P02792,Q3B820
P02792,O15182
P02792,Q5JTW2
P02792,Q8IW35
P02792,P83111
P02792,Q9NRY4
P02792,Q99973
P02792,Q02880
P02792,O75052
P02792,Q96NE9
P02792,Q96GE4
P02792,E7ENI0
P02792,Q8TCU4
P02792,Q9NYY8
P02792,Q7Z6J6
P02792,Q13393
P02792,O14939
P02792,Q16690
P02792,Q9HAY2
P02792,Q9NV06
P02792,Q86SQ0
P02792,Q96PZ0
P02792,P41208
P02792,Q6ZSC3
P02792,O43303
P02792,Q3KQU3
P02792,Q9UJK0
P02792,Q9UI43
P02792,Q9P0M9
P02792,Q86VI3
P02792,Q6P1Q0
P02792,Q86YD1
P02792,Q9UBP9
P02792,Q8TED0
P02792,Q9BTV7
P02792,Q9H9T3
P02792,Q6P3X8
P02792,A6NGR9
P02792,P22090
P02792,Q8TD47
P02792,P49674
P02792,P48730
P02792,Q9Y312
P02792,Q14683
P02792,Q7L590
P02792,O95248
P02792,O94832
P02792,Q8IXI2
P02792,Q9H4L4
P02792,Q6DKI1
P02792,Q9NZB2
P02792,Q9UQ07
P02792,P11801
P02792,Q9NQX4
P02792,Q96L50
P02792,O60216
P02792,Q5T653
P02792,Q0VDD8
P02792,Q4KMQ1
P02792,Q01970
P02792,P83369
P02792,Q05193
P02792,O43822
P02792,Q7Z6M1
P02792,Q8TEV9
P02792,Q99708
P02792,Q9ULD2
P02792,O14733
P02792,Q9NQ55
P02792,Q96G21
P02792,Q8NHV4
P02792,Q9NRC8
P02792,Q8IZT6
P02792,Q9NUQ2
P02792,O95271
P02792,Q96CM3
P02792,Q9NZE8
P02792,Q6IQ32
P02792,Q8N3E9
P02792,P78368
P02792,Q8IX90
P02792,Q9P2B7
P02792,Q9BYC9
P02792,Q8TEC5
P02792,P23560
P02792,O95613
P02792,O75161
P02792,Q96PC3
P02792,Q9ULX3
P02792,Q96CW5
P02792,Q6SPF0
P02792,Q9Y5U2
P02792,O14949
P02792,Q96MU7
P02792,Q8N531
P02792,O95168
P02792,P20226
P02792,Q9UPW5
P02792,Q8N3U4
P02792,Q8WV16
P02792,O43674
P02792,Q4U2R6
P23434,O43766
P23434,Q9BQP7
P23434,P62879
P23434,Q9BUH6
Q5SQI0,P31025
Q5SQI0,Q15751
Q5SQI0,P01037
P14770,P50416
P14770,A2VDJ0
P14770,O60353
P14770,Q92544
P14770,Q969N2
P14770,Q12770
P14770,O43292
P14770,Q12772
P14770,O95470
P14770,P39880
P14770,Q9Y2U8
P14770,Q3MIP1
P14770,A0FGR8
P14770,Q96GQ5
P14770,P08240
P14770,Q71U36
P14770,Q9BZQ6
P14770,Q96S52
P14770,Q9BRR3
P14770,Q86UL3
P14770,Q9UKM7
P14770,Q9NUM4
P14770,O15118
P14770,O43909
P14770,Q7Z403
P14770,Q96CP6
P14770,O15554
P14770,Q96TA2
P14770,Q8IZV5
P14770,Q96H55
P14770,Q92643
P14770,Q9NV96
P14770,Q5T601
P14770,Q8TBP6
P14770,Q5HYA8
P14770,Q8TED1
P14770,Q6P1M0
P14770,P38435
P14770,Q8IW92
P14770,Q7Z2K6
P14770,P43353
P14770,Q99805
P14770,Q9H7F0
P14770,Q8IWT6
P14770,Q6NSJ5
P14770,Q2PZI1
P14770,P57105
P14770,Q6PKC3
P14770,Q7Z388
P14770,Q8WU67
P14770,Q86SK9
P14770,Q96S06
P14770,Q9Y653
P14770,Q9BWM7
P14770,Q2TAA5
P14770,Q8TB96
P14770,P78348
P14770,Q9Y666
P14770,Q9Y227
P14770,O94910
P14770,Q14318
P14770,Q8NDZ4
P14770,Q8N2K0
P14770,O15120
P14770,Q96NB2
P14770,P37088
P14770,Q9NP58
P14770,Q8WUY1
P14770,Q96BD0
P14770,O94901
P14770,Q5SNT2
P14770,Q9H0X4
P14770,Q96G97
P14770,Q9BVX2
P14770,Q5T3F8
P14770,Q6IAN0
Q3ZCW2,P57721
Q5T013,Q9UJ14
Q5T013,O95865
P22301,P07320
P22301,O15240
Q13241,Q3ZCM7
Q13241,P50416
Q13241,Q9BZF3
Q13241,Q9H4L5
Q13241,Q9Y2P4
Q13241,Q86UL3
Q13241,Q53EU6
Q13241,P13637
Q13241,A2VDJ0
Q13241,Q13445
Q13241,Q92542
Q13241,O14967
Q13241,P27824
Q13241,P10321
Q13241,P30466
Q13241,P30450
Q13241,Q7L8L6
Q13241,Q643R3
Q13241,O14672
Q13241,Q8WVX9
Q13241,O96017
Q13241,O14732
Q13241,Q6AI08
Q13241,Q13535
Q13241,Q53R41
Q13241,Q96K37
Q13241,Q9P0L0
Q13241,Q9NVI1
Q13241,Q71U36
Q13241,O75419
Q13241,Q15054
Q13241,P00749
Q13241,Q8TED1
Q13241,Q7L5N7
Q13241,Q8NF37
Q13241,Q9HBH0
Q13241,Q9NP58
Q13241,Q8WYP5
Q13241,Q03519
Q13241,Q86SQ4
Q13241,P40938
Q13241,Q6P4Q7
Q13241,Q9UPY5
Q13241,P79483
Q13241,Q16880
Q13241,Q6ZNB6
Q13241,Q9H7F0
Q13241,Q03518
Q13241,Q9BRY0
Q13241,O60512
Q13241,P14222
Q13241,Q8NEW0
Q13241,Q01974
Q13241,Q9UIW2
Q13241,Q8NDA8
Q13241,P36897
Q13241,Q9BZ76
Q13241,Q53H96
Q13241,Q9BZC7
Q13241,Q9NVJ2
Q13241,Q6PML9
Q13241,O94955
Q13241,O15091
Q13241,P23560
Q13241,Q8NDZ4
Q13241,Q8NCH0
Q13241,Q86SK9
Q13241,P51617
Q13241,P57721
Q13241,Q9UJH8
Q13241,P50336
Q13241,P30989
Q13241,Q8WUJ1
Q13241,Q9H3T3
Q13241,Q6JQN1
Q13241,P98153
Q13241,Q9P0T7
Q13241,Q6IAN0
Q13241,Q641Q3
Q13241,Q8IYS2
Q13241,Q99943
A1A4G5,P27348
A1A4G5,P31946
A1A4G5,P61981
A1A4G5,P62258
A1A4G5,P63104
A1A4G5,Q04917
A1A4G5,Q9H2C0
A1A4G5,P15104
Q96PE7,P11182
Q96PE7,O75153
Q86V88,Q02818
Q86V88,E9PL57
Q86V88,Q5VU13
O14950,P35579
O14950,P35580
O14950,Q7Z406
O14950,Q92614
O14950,Q9Y2K3
O14950,Q96H55
O14950,A8K855
Q5TBK1,Q9UJW0
Q5TBK1,Q9NZ32
Q5TBK1,O75935
O00567,P62736
O00567,Q14978
O00567,P15880
O00567,P10412
O00567,O00629
O00567,O00505
O00567,O15131
O00567,O60684
O00567,P52294
O00567,P26373
O75607,Q9UNX3
O75607,Q9Y221
O75607,P05387
O75607,P36578
O75607,P19338
O75607,Q9H9Y2
O75607,P16989
O75607,Q6PK04
O75607,Q9NW13
O75607,Q99575
O75607,O95707
O75607,Q9BQG0
O75607,Q9GZR7
O75607,Q8IY81
O75607,P62913
O75607,Q9NR30
O75607,Q9BQ39
O75607,Q9H5H4
O75607,P05388
O75607,Q8NCD3
O75607,Q96K58
O75607,P39023
O75607,P46013
O75607,P17020
O75607,Q15573
O75607,P62906
O75607,O95793
O75607,Q8N5L8
O75607,O76094
O75607,Q9NY93
O75607,Q02878
O75607,Q03701
O75607,P22492
O75607,Q49A26
O75607,Q9BXY0
O75607,Q9UNF1
O75607,Q96GQ7
O75607,Q9H8H2
O75607,Q9Y3C1
O75607,Q9Y4W2
O75607,Q13206
O75607,Q6ZN55
O75607,Q9GZR2
O75607,Q07020
O75607,Q9GZL7
O75607,Q6NW34
O75607,Q8N9T8
O75607,Q5SY16
O75607,Q9BRJ6
O75607,O43159
O75607,B4DV38
O75607,Q7Z2W4
O75607,Q96HI0
O75607,Q9NXF1
O75607,Q15361
O75607,Q9UHA3
O75607,O15226
O75607,O75683
O75607,P32969
O75607,Q9NWT1
O75607,Q9BZE4
O75607,Q9Y3B9
O75607,Q15397
O75607,P46087
O75607,O95059
O75607,Q969Q0
O75607,Q9NZM5
O75607,Q9BYG3
O75607,Q9ULW3
O75607,P62750
O75607,P42696
O75607,P46777
O75607,Q8IUF8
O75607,P30050
O75607,Q15050
O75607,P62910
O75607,Q8WTT2
O75607,Q8TDN6
O75607,Q9NVP1
O75607,Q8TDD1
O75607,P18621
O75607,Q9Y3T9
O75607,P52272
O75607,Q14692
O75607,O75818
O75607,P61313
O75607,Q969H6
O75607,Q13823
O75607,Q96PZ2
O75607,Q9HCM4
O75607,Q9H329
O75607,Q9P275
O75607,Q7Z7K6
O75607,Q9H4L4
O75607,O95478
O75607,Q6RFH5
O75607,Q9BV38
O75607,Q6DKI1
O75607,P40429
O75607,P61513
O75607,Q9H5J8
O75607,O60287
O75607,Q9H7B2
O75607,P78346
O75607,Q14137
O75607,Q8IZL8
O75607,O00566
O75607,Q9NQ55
O75607,Q13243
O75607,Q9NV31
O75607,Q32NC0
O75607,Q9NVU7
O75607,O96028
O75607,O75569
O75607,P78345
O75607,Q14684
O75607,Q8N8A6
O75607,Q8IZH2
O75607,Q8IUE6
O75607,P0C0S8
O75607,Q9H6W3
O75607,O43422
O75607,Q53T94
O75607,Q9UGY1
Q02818,P80303
Q02818,Q9NUQ3
Q02818,Q9H3G5
P36639,Q03154
P36639,P14770
O95989,P05109
O95989,F5GWP8
O95989,P01011
O95989,A8K2U0
O95989,P22735
O95989,Q96QA5
O95989,O14732
O95989,P25311
O95989,O60911
O95989,P27482
O95989,P05089
O95989,Q9H1E1
O95989,P06702
O95989,P48594
O95989,P29508
O95989,Q8WVV4
O95989,P17900
O95989,P29034
O95989,P80188
O95989,Q86SG5
O95989,P31151
O95989,Q8NEX9
O95989,P15309
O95989,P09668
O95989,P07476
O95989,Q9NZH8
O95989,P05090
O95989,P01040
O95989,Q6ZVX7
O95989,P15104
O95989,Q9UIV8
O95989,P35321
O95989,P22528
O95989,Q96L46
O95989,O75635
O95989,O75342
O95989,Q5T749
Q5VU43,O43149
A1L4L8,Q99832
A1L4L8,P50991
A1L4L8,P53675
A1L4L8,Q92526
A1L4L8,P40227
A1L4L8,Q9H2J4
A1L4L8,P17987
A1L4L8,Q8IUH5
A1L4L8,Q8IUH4
A1L4L8,Q13371
Q13519,O75694
Q13519,Q9Y2I1
Q13519,Q8N5D0
Q8NAA6,Q70CQ2
Q8NAA6,Q9H078
Q8NAA6,Q9BT73
Q9Y2R2,E9PL57
Q9Y2R2,P07320
Q6UW15,B2RPK0
P67812,Q9NRD1
P67812,Q5JRA6
P67812,Q9UK22
P67812,O15320
P67812,Q9Y6A9
Q53HV7,Q6P1M0
Q53HV7,E9PL57
Q9NUV7,A5A3E0
Q9NUV7,Q13228
Q9NUV7,O95147
Q9NUV7,Q8TF66
Q9NUV7,Q5VU13
Q76I76,Q9ULT8
Q8N7M0,O14556
Q969H8,P11021
Q969H8,Q14554
Q969H8,P04062
Q969H8,P57721
Q9BTX3,Q99720
Q9BTX3,P06576
Q9BTX3,Q9Y375
Q9BTX3,O95197
Q9BTX3,Q01628
Q9BTX3,P04114
Q9BTX3,Q9NQC3
Q9BTX3,Q5HYI8
Q9BTX3,O15127
Q9BTX3,Q96HR9
Q9BTX3,Q96D05
Q3KNT9,P27824
Q3KNT9,Q9H1A3
Q3KNT9,Q96S52
Q3KNT9,Q8WZA1
Q3KNT9,O43909
Q3KNT9,Q02127
Q3KNT9,O14967
Q3KNT9,O60353
Q3KNT9,Q8WVP7
Q3KNT9,O43292
Q3KNT9,Q9NX76
Q3KNT9,Q9NPA0
Q3KNT9,O94766
Q3KNT9,Q96G97
O43557,Q9Y265
O43557,Q3ZCM7
O43557,P11021
O43557,Q13144
O43557,P27824
O43557,Q9Y230
O43557,P10321
O43557,P30450
O43557,O15321
O43557,Q7Z3U7
O43557,Q16585
O43557,Q9BXW9
O43557,P45378
O43557,Q9H4A6
O43557,Q5C9Z4
O43557,Q53R41
O43557,Q9Y2G8
O43557,Q96EY1
O43557,P05976
O43557,Q96A32
O43557,O14967
O43557,Q7LGA3
O43557,Q8WYP5
O43557,Q96GQ5
O43557,Q9HA92
O43557,Q5VYK3
O43557,Q9UBS3
O43557,Q9NV96
O43557,Q9NR50
O43557,Q96CW5
O43557,Q9BW92
O43557,O00165
O43557,Q5UIP0
O43557,Q96SK2
O43557,Q00587
O43557,Q14680
O43557,Q9GZY8
O43557,Q96D53
O43557,Q5JPH6
O43557,Q96AQ6
O43557,P10589
O43557,P33947
O43557,O15084
Q9BQD3,Q9BQS8
Q9BQD3,Q08378
Q9BQD3,Q9P2W1
Q9BQD3,Q9BV73
Q9BQD3,Q9HC35
Q9BQD3,Q86V48
