ComplexID,Subunits_UniProt_IDs
C_418,"Q6PGP7,Q15477,Q86TU7,Q9UHB4,Q15811"
C_419,"Q14764,Q14739,Q49A26,P50402,Q08211"
C_420,"Q8N9F8,P56589,Q9NPL8,P28288,P33897"
C_421,"Q02878,Q92901,Q9H0U3,Q9P2B2,O60885"
C_422,"O43318,Q9NR33,Q9NRF9,P56282,Q07864"
C_423,"Q9Y5L4,P11216,P54886,P50502,Q99829"
C_424,"Q13428,Q9UIU6,P50897,Q15818,Q9NQR4"
C_425,"P24752,Q9H4B7,Q04837,Q8N108,Q96EH3"
C_426,"Q9UBV8,Q8WUM4,P06744,P13929,Q8N2U0"
C_427,"Q9C0B5,P61088,Q9UL12,Q9Y3D8,Q02790"
C_428,"Q9NTJ3,O95347,Q9BPX3,Q15003,Q15021"
C_429,"Q9BXF6,Q9BYZ2,O95267,Q9BRR6,Q9NUT2"
C_430,"P17028,Q96NB3,Q14966,P25490,Q96RD0"
C_431,"O00186,A1X283,Q9Y2L1,P53041,P02765"
C_432,"Q9H490,Q969N2,Q96S52,Q92643,O43292"
C_433,"Q9Y3A4,P49792,Q9NZM1,P43243,O43633"
C_434,"P82921,Q9BXJ9,P19105,Q9NX55,Q01518"
C_435,"Q96TA1,Q96HR8,Q8IYT4,O43719,O14617"
C_436,"Q9NZ01,Q9UNL2,O75940,Q7KZF4,P04843"
C_437,"Q96P70,Q14974,O60684,O15131,P52294"
C_438,"O43913,Q9UBD5,Q13416,Q9UFC0,P23743"
C_439,"Q9Y314,O75676,P23352,Q9UPW0,Q86XP3"
C_440,"Q9H3N1,Q9NX14,P53985,Q9Y5U9,Q9H1C7"
C_441,"O14957,O75127,Q9H7Z7,Q9H488,Q13423"
C_442,"Q8WXH0,Q96E29,Q8IWT6,Q8TDB8,P31040"
C_443,"P51148,P61026,O14880,Q8IYS2,O75844"
C_444,"Q9Y3D7,O00330,P33527,O60841,Q99613"
C_445,"Q15061,Q16864,O95071,P51668,P19525"
C_446,"P63220,Q9H2F9,P56385,P50995,P05141"
C_447,"P07951,P16949,Q14108,Q92804,Q16531"
C_448,"P23921,P00491,O00754,O00115,Q9UBS4"
C_449,"Q08AF3,Q8TDP1,Q5TBB1,O75792,O95747"
C_450,"O60907,Q96DI7,Q9UKM9,Q58FF8,Q9NWU2"
C_451,"P35269,Q96T76,Q9Y3D0,O76071,Q6P1J9"
C_452,"Q9UGR2,Q96QU8,Q96JC1,Q9H270,Q9BZV1"
C_453,"P18031,P12035,P06756,P34896,Q8IVS2"
C_454,"Q9Y2Z4,P29803,Q16891,Q15800,Q96HY6"
C_455,"Q6FIF0,Q9Y4P8,Q9Y6I4,Q9NUQ3,P40222"
C_456,"P23497,P55735,O94979,Q15436,P55011"
C_457,"P61421,Q8IUD2,P52298,Q09161,O15083"
C_458,"Q9BTV4,P82675,P61026,Q10471,O75844"
C_459,"P11441,P04216,Q14247,Q15020,Q8IZP0"
C_460,"Q6GQQ9,Q8WV07,P52701,P20585,P43246"
C_461,"Q9NYH9,Q96PU4,Q9BSL1,A6NIH7,Q6IBS0"
C_462,"Q7Z3B4,Q9UKX7,P49790,Q16626,Q15021"
C_463,"P11142,P17066,P54652,P08107,Q9Y2V2"
C_464,"Q9Y320,Q92544,Q9Y5J6,Q9NRX5,P11717"
C_465,"P35270,Q9NR45,P54727,P13796,P46108"
C_466,"Q9P2K5,Q9HCN4,Q5T1M5,O60888,Q9BWU1"
C_467,"P67775,P63151,P30154,P30153,Q14738"
C_468,"Q15554,Q9NYB0,Q92878,O60934,P49959"
C_469,"Q92558,Q5VIR6,O14530,Q9NQ66,O94913"
C_470,"P49750,Q9NZD8,Q96EA4,Q6NUQ1,Q01581"
C_471,"P04264,P35908,P35527,P13645,Q8IVF2"
C_472,"P22694,P17612,P13861,Q14011,Q14444"
C_473,"Q7Z2W4,O00442,P78406,P15151,P78549"
C_474,"P55072,P16949,P31948,P49321,P11142"
C_475,"P41236,Q9UJY1,Q9NPA8,Q9H773,Q6FI81"
C_476,"P52788,P40855,P49023,Q9Y536,Q8WVJ2"
C_477,"Q9HC07,Q8N766,P06744,Q8N2U0,O43852"
C_478,"Q15833,Q12846,O00161,P12429,P50995"
C_479,"Q9C0J8,Q6UN15,Q9UKF6,Q9P2I0,Q10570"
C_480,"Q9BYC9,Q96ST2,Q9H936,P06396,P21912"
C_481,"P62995,Q15434,Q15056,P06730,P31689"
C_482,"P18669,Q92882,P14174,Q15181,P54105"
C_483,"Q9Y4R8,Q15424,P54819,P58107,Q9BR76"
C_484,"Q86TC9,Q7Z3B3,Q14562,Q9H6A0,Q9BZJ0"
C_485,"Q15366,Q8N163,P54652,P08107,P68104"
C_486,"P61764,Q96AT9,Q9BV20,Q9H9A6,Q9Y597"
C_487,"Q9Y2Q9,O15118,O95139,Q9P0J0,Q9UBX3"
C_488,"P62834,Q15165,P39748,O75937,P60953"
C_489,"Q96C45,O60701,P49459,Q13404,Q9Y244"
C_490,"Q9BYD6,P10515,Q56VL3,Q8N4V1,Q9H845"
C_491,"P19634,P23511,P02686,Q9UK32,Q16543"
C_492,"P23193,Q01970,Q6N069,P41227,Q8IUF8"
C_493,"Q9Y6G5,Q9P000,Q9NX08,Q86VX2,Q9UBI1"
C_494,"P22695,P35232,P48047,P18859,O75947"
C_495,"A6NIH7,Q13242,Q13435,P78347,Q8N5G0"
C_496,"Q8IYW5,Q8NBT0,Q9NZJ7,Q9NVK5,Q01844"
C_497,"P13010,P54577,Q9HCD5,P36776,Q14204"
C_498,"P56377,P61966,Q9BXS5,O43747,Q10567"
