ComplexID,Subunits_UniProt_IDs
Complex_305,"O00217,O00483,O14949,O75251,O95169,P07919,P08574,P14927,P22695,P31930,P47985,Q7KZN9,Q86Y39,Q9BU61,Q9NX14,Q9UDW1,Q9Y375"
Complex_306,"Q96L91,Q9NV56"
Complex_307,"O43292,Q92643,Q969N2,Q96S52,Q9H490"
Complex_308,"O43301,P07900,P08238"
Complex_309,"O43324,P07814,P14868,P41252,P47897,P54136,P56192,Q12904,Q13155,Q15046,Q9P2J5"
Complex_310,"P14868,P41252"
Complex_311,"P33240,Q12996,Q9H0L4"
Complex_312,"O15116,O43172,O43395,P62310,P62312,Q6P2Q9,Q8WWY3,Q9Y333"
Complex_313,"O15116,P62310,P62312,Q9Y333,Q9Y4Z0"
Complex_314,"O43172,O43395,O94906,P62314,P62316"
Complex_315,"P62312,Q6P2Q9,Q8WWY3,Q9Y333"
Complex_316,"O00487,P55036"
Complex_317,"O43592,P50991"
Complex_318,"O43402,P13073,Q15006,Q5J8M3,Q5UCC4,Q8N4V1,Q8N766,Q9BV81,Q9NPA0,Q9P0I2,Q9Y3B6"
Complex_319,"P07900,P08238,P14625"
Complex_320,"O43172,P55769"
Complex_321,"P13591,P35222"
Complex_322,"O15144,O15145,O15511,P61158,P61160"
Complex_323,"O14980,P27348,P31946,P35222,P40763,P61981,P62258,P62826,P63104,Q04917,Q9BXW9"
Complex_324,"O14920,O15111,P40763"
Complex_325,"O15111,P04040"
Complex_326,"Q13043,Q13131"
Complex_327,"P13861,P17612"
Complex_328,"P10644,Q92667"
Complex_329,"O43583,Q9ULC4"
Complex_330,"O43592,P62826"
Complex_331,"P54577,Q12904"
Complex_332,"O43615,O43819,O60830,O94826,O96008,P23284,P38646,Q13724,Q15388,Q3ZCQ8,Q8N4H5,Q96B49,Q96DA6,Q96EL3,Q9BVV7,Q9NS69,Q9Y3D7,Q9Y584"
Complex_333,"O43819,O94826,O96008,Q13724,Q3ZCQ8,Q8N4H5,Q96B49,Q96DA6,Q96EL3,Q9BVV7,Q9Y3D7,Q9Y584"
Complex_334,"O43615,O96008,P38646,Q13724,Q9NS69"
Complex_335,"Q8TAA5,Q9BVV7"
Complex_336,"O43617,P62820,Q8IUR0,Q9UL33,Q9Y296,Q9Y2L5,Q9Y5R8"
Complex_337,"O43617,Q86SZ2,Q9Y296,Q9Y5R8"
Complex_338,"O43617,Q8IUR0,Q9UL33"
Complex_339,"O43617,Q9UL33"
Complex_340,"O43670,O43684"
Complex_341,"O00483,O14949,O75251,O95169,O95298,P07919,P08574,P14927,P22695,P24539,P31930,P47985,Q86Y39,Q9NX14,Q9UDW1,Q9Y375"
Complex_342,"O95298,Q16718,Q86Y39"
Complex_343,"O43681,O43765,P11441,P46379,P60468,Q7L5D6"
Complex_344,"O43681,O43765,P11441,P46379,P60468"
Complex_345,"P05556,P26232,P35221,P35222,P56199"
Complex_346,"P20339,P35221,P61586"
Complex_347,"Q01082,Q13813"
Complex_348,"P20339,P61586"
Complex_349,"O43719,O75533,Q7L014"
Complex_350,"O60563,P50750"
